id,status,notes,dso_id,ready_to_go
1410,1,"",1410,1
1411,1,"Galaxy pair with the fainter (but larger) NGC 6221 (SBc), 28' apart.",1411,1
1412,1,"",1412,1
1413,1,"",1413,1
1414,1,"",1414,1
1415,1,"",1415,1
1416,1,"30 stars (mag 10+) in a very rich, but irregular field with a band running NE-SW on the E side of the cluster.",1416,1
1417,1,"About 120 stars (mag 11+) - sort of oblong shaped.   Only slightly detached from the field, unconcentrated.",1417,1
1419,1,"About 40 stars in two clumps, mag 13+.    Rich field, but somewhat detached.",1419,1
1420,1,"Detached, about 120 stars mag 5+, but most 10+.",1420,1
1421,1,"Intersection of three sparse clusters.   Several clumps of ~8th mag stars in FOV, making the rich field the focus.",1421,1
1423,1,"Elongated/wave ehaped.    Several trails of stars embedded.",1423,1
1424,1,"Elongated stretch running NE/SW.   Brighter nebulosity to NW.",1424,1
1425,1,"τ-shaped cluster of 25 stars (mag 10+).  Detached, but in a rich field.",1425,1
1427,1,"Mottled - not well distinguished from the background.",1427,1
1428,1,"Large hole against a dim background.",1428,1
1429,1,"Parallel linear blotches with stripes of stars in-between.  Framed be a few 9-10th mag stars to N.
  6th mag 24 Ophiuchi is 20' to S.",1429,1
1430,1,"Alternating stripes of dark and ""fingers"" of 12th-15th mag stars.  Below to the S some 10th mag stars (and fainter) provide framing.",1430,1
1431,1,"Large and structured.",1431,1
1432,1,"B55/B56 pair - hard to distinguish from the field - easier in long exposures with a very large FOV.",1432,1
1434,1,"Bean-shaped, some contrast against the background.",1434,1
1435,1,"",1435,1
1436,1,"Complex structure.",1436,1
1437,1,"",1437,1
1438,1,"Loose colorful GC.",1438,1
1439,1,"Blotchy patch against a field brighter on the S side.",1439,1
1440,1,"Y-shaped cluster of about 20 stars (mag 8+) at the boundary between a rich MW field and a darker region with several faint foreground stars.",1440,1
1441,1,"Dusting of ~40 unconcentrated mag 12+ stars that almost seems like an extension of the field to the SW.",1441,1
1442,1,"Very ring-like (more so than M 57) but smaller (about Jupiter-sized).    Foreground 13th mag stars.",1442,1
1443,1,"Unremarkable, N of υ Scorpii.",1443,1
1445,1,"Three DNs that almost completely fill most FOVs.  Might be easiest with binoculars.",1445,1
1447,1,"Few stars, no concentration.",1447,1
1448,1,"About 20 stars, mag 9+, not distinct against the star field, just W of M 6.",1448,1
1449,1,"Small cluster with a triangle of 8th mag stars at one end.   Sits between two dark nebulae (B 273).",1449,1
1450,1,"Unconcentrated ""clump"" of about 10-15 stars, mag 9+).",1450,1
1451,1,"Concentrated and round.   in a rich field.",1451,1
1452,1,"",1452,1
1453,1,"Box shaped, only 10' NE of η Pavonis (mag 3.6).   Irregularly bright due to SFRs.",1453,1
1454,1,"Low concentration; some color differences among the brighter stars.",1454,1
1455,1,"",1455,1
1456,1,"T-shaped cluster of 20-30 unconcentrated stars (mag 9+) SE of M 7.",1456,1
1457,1,"Very small - triangular-shaped.  Not easy to distinguish from the field.",1457,1
1458,1,"High concentration of stars but well-resolved with large aperture.",1458,1
1459,1,"Pair of elongated spiral galaxies (with IC 4720, 9' NW).   Outer disk shows hint of spiral arms.",1459,1
1460,1,"Medium concentration;  the brighter stars form several spiky lines.",1460,1
1461,1,"Group of 8 galaxies, all small.",1461,1
1462,1,"Bright nucleus, hazy bar with an inner ring and asymmetric outer halo.",1462,1
1463,1,"Large and oval-shaped.  Bright inner disk with hazy outer disk and faint filamentary arms dotted with SFRs.",1463,1
1464,1,"Faint with mottled appearance.",1464,1
1465,1,"Bright nucleus and inner disk, extending to faint wispy but extended outer arms.",1465,1
1466,1,"Pair of elliptical/lenticular galaxies (with IC 4796, 6' N).  No features.",1466,1
1467,1,"Extremely small.",1467,1
1468,1,"Small elliptical.   Two small faint spirals in FOV.",1468,1
1469,1,"Small nucleus with inner ring and expansive filamentary spiral arms against the outer disk with possibly structure well-separated to the E.",1469,1
1470,1,"Medium concentration of stars with several bright stars across the disk radiating outward.  Some color variation between the brighter and fainter stars.",1470,1
1471,1,"Interacting pair (with NGC 6770 (1.8' E) in a field with three other companions.",1471,1
1474,1,"Elongated, no features.",1474,1
1475,1,"Eye-shaped with bright inner nucleus, and elongated outer disk/ring.",1475,1
1476,1,"Disk-like extremely small.",1476,1
1477,1,"Pair of elliptical galaxies with IC 4888 (8' WSW).",1477,1
1478,1,"Elongated with dust lane on E side.",1478,1
1479,1,"About 20 stars.  Loose, no concentration.  Mag 6+.",1479,1
1480,1,"Cluster of galaxies, including NGC 6876 (S0, 9' SE).  A long trail SE-NW of a dozen galaxies down to 15th magnitude.   NGC 6872 has a bright nucleus, detached ring, and long spiral arms trailing out NE and SW.",1480,1
1482,1,"No features but has a few very small/faint satelllites.",1482,1
1483,1,"Slightly elongated cotton ball.  No features.",1483,1
1484,1,"Highly elongated with a significant dust lane and extended tenuous halo.",1484,1
1485,1,"Elliptical with other faint galaxies in FOV.",1485,1
1487,1,"Elongated spiral with extended arms.",1487,1
1488,1,"Elongated, wide inner disk/core, slightly extended spiral arms.",1488,1
1489,1,"Bright core, hazy halo.",1489,1
1490,1,"Elongated, no features.",1490,1
1491,1,"Elongated - bright throughout.  No features.",1491,1
1492,1,"Slightly elongated.  Bright core and inner ring; very faint thin sweeping arms.",1492,1
1493,1,"Edge-on, very linear appearance.  No features.",1493,1
1494,1,"Elongated with a bright core, slightly dimmer inner disk and very faint detached ring.",1494,1
1495,1,"Round - bright core, diffuse halo.  No features.",1495,1
1496,1,"Elongated with no features.   13th magnitude foreground star against the SW side of the disk.",1496,1
1497,1,"Bright oblong core and inner disk (NE/SW) surrounded by a prominent ring (E/W).",1497,1
1498,1,"Bright thick arms.  Elongated.",1498,1
1499,1,"Round with bright core and thin fainter arms.",1499,1
1500,1,"Elongated with a dust-lane arc on E side but might get lost in the disk.",1500,1
1501,1,"Bright core, hazy disk.  No features.  Very elongated.",1501,1
1502,1,"Elongated, no features.",1502,1
1503,1,"Elongated but indistinct.",1503,1
1504,1,"Fuzzy oval with a bright core.   No distinct features.",1504,1
1505,1,"Almost edge-on with dust lane on NE side.  Asymmetric brightness of disk - brighter on NW side.",1505,1
1506,1,"Small hazy ball. No features.",1506,1
1507,1,Unremarkable.,1507,1
1508,1,"Hazy with a brighter core.   8th mag star on NW edge.",1508,1
1509,1,"Bright bulge and bar;  faint outer disk.",1509,1
1510,1,"Bright nucleus and very faint halo.",1510,1
1511,1,"Bright core, but otherwise featureless.",1511,1
1512,1,"Bright elongated core.  No features.   Paired with NGC 7162 (11' NW) that has a similar appearence.",1512,1
1513,1,"Very round ""tire"" with mag 16.5 central star.",1513,1
1515,1,"Tight cluster of galaxies with two 10th mag foreground stars.   NGC 7232 is edge-on and pencil-like.   NGC 7233 is 2' to the E, a barred spiral.   4' to the N is the faint Sm galaxy ESO-289-9 (mag 13).",1515,1
1516,1,"Brightest in a cluster of small faint galaxies.  No features.",1516,1
1517,1,"Large bright disk - brighter on E side.",1517,1
1518,1,"Bright core ane bar, knotty arms, with two satellite galaxies to SE.",1518,1
1519,1,"Nearly edge-on.  Bright bar with very LSB outer structure of detached, filamentary arms.
In the FOV with π¹ and π² Gruis.",1519,1
1520,1,"Elongated with fuzzy arms, brighter to the SW.",1520,1
1521,1,"Roundish, but very small.",1521,1
1522,1,"",1522,1
1523,1,"Oval shaped with distinct ring.   Two foreground stars (mag 14) are superimposed on the NW side.",1523,1
1524,1,"Collection of six very different galaxies in FOV.   IC 5250 is an interacting pair with two bright cores and arms to N and SW.   IC 5245 is face on;  NGC 7358 is highly elongated;  IC 5246 is elongated with spiral arms; IC 5247 is almost edge-on;  finally IC 5249 is edge-on - very ""needle"" like.",1524,1
1525,1,"Bright nucleus, no features.",1525,1
1526,1,"Face-on spiral with no bright core and semi-extended arms.",1526,1
1527,1,"Grand design galaxy - very S-shaped extending out to fainter outer structures.",1527,1
1528,1,"Very elongated.  Hazy disk with suggestion of spiral arms.",1528,1
1529,1,"Elliptical with fuzzy halo.  Two edge-on galaxies in FOV (IC 5264, 7' SW; and PGC 70070, mag 12.7, 14' NW).",1529,1
1530,1,"Nearly face-on with several moderately bright close-in arms against the disk",1530,1
1531,1,"Very round but asymmetrically bright and structured.   The W side is much brighter than the E.  The arms are clumpy and not well-defined.",1531,1
1532,1,"Elongated with faint outer structure.",1532,1
1533,1,"Elongated with a bright nucleus.  Spiral arms are thin and hidden against the disk.",1533,1
1534,1,"Part of the Grus Quartet.   Bright core+bar and inner part of the spiral arm.  Faint outer structure making the overall shape round.",1534,1
1535,1,"Three of the Grus Quarter are in this FOV.    All are elongated with spiral arm structure.",1535,1
1537,1,"Small round hazy ball with a small nucleus and hints of spiral arms dim against the disk.",1537,1
1539,1,"Pair of galaxies (with NGC 7713A, 15' NE).   Elongated and asymmetrical: brighter and more extended to N.  Mottled inner disk, fainter outer sections.",1539,1
1540,1,"Non-circular, slightly bulgy.  No features.",1540,1
1541,1,"Bright core, faint elongated halo.",1541,1
1543,1,"Low concentration of stars; slightly elongated.",1543,1
1544,1,"",1544,1
1545,1,"Very large.   More suited to binoculars.",1545,1
1546,1,"Several nebulae:  IC 434 is the emission background to the foreground dark nebula.   NGC 2023 is a reflection nebula 15' NE.",1546,1
1548,1,"Small, central V-shape of 8-10th mag stars.",1548,1
1549,1,"Poor cluster, about 25 stars mag 9+.  Not concentrated.   Several stars arranged in an E-W line.",1549,1
1550,1,"Broad scattering of 10-12th magnitude stars.",1550,1
1551,1,"Large faint cloud of stars.",1551,1
1553,1,"Sprinkling of < 50 stars, mag 7+.   Very faint nebulosity to the NE.",1553,1
1554,1,"A combination of four small clusters in the FOV: Tr 14, Tr 15, Tr 16, and Cr 232.",1554,1
1557,1,"Misty clustering of faint stars (a few mag 11, mostly 13th and fainter).",1557,1
1558,1,"Undistinguished from the field.",1558,1
1559,1,"Sparse cluster of ~15 stars mag 7+.  Reminiscent of the ""Coathanger"" cluster, but smaller in scale.",1559,1
1560,1,"About 40 mag 10+ stars, Y-shaped pattern.",1560,1
1562,1,"About 20 stars mag 7+.",1562,1
1564,1,"~50 unconcentrated stars, hard to distinguish from the background.  Mag 12+.",1564,1
1565,1,"About 40 stars, mag 11+.",1565,1
1566,1,"",1566,1
1567,1,"",1567,0
1568,1,,1568,0
1569,1,,1569,0
1570,1,,1570,0
1571,1,,1571,0
1572,1,"Very extended nebulosity in several clumps about 10' in size, separated  by dark lanes.  Dark nebula B 257 to the NW might help with the contrast.  Should response to Ha filter.",1572,1
1573,1,,1573,0
1574,1,,1574,0
1575,1,"Irregular with several patches.  Responds to Ha filter.",1575,1
1576,1,,1576,0
1577,1,,1577,0
1578,1,,1578,0
1579,1,"Ill-defined cluster of ~20 stars mag 10+.  On one corner of a diamond-shaped nebula.",1579,1
1580,1,,1580,0
1583,1,,1583,0
1584,1,,1584,0
1585,1,,1585,0
1586,1,,1586,0
1587,1,"",1587,0
1588,1,,1588,0
1589,1,"",1589,0
1591,1,"Complex of faint nebulosity (including dark nebula) with intricate structures.",1591,1
1592,1,"Conglomeration of several faint things in the FOV:  dark nebula, emission nebulae, and open clusters.",1592,1
1595,1,,1595,0
1596,1,,1596,0
1597,1,"Mostly background nebulosity against the rich star field.   Will cover most of the FOV.",1597,1
1598,1,,1598,0
1599,1,"Collection of faint emission nebula and a small star cluster.   Should response well to Ha filters.",1599,1
1600,1,,1600,0
1602,1,,1602,0
1603,1,,1603,0
1605,1,"Large nebula complex, with LSB.",1605,1
1606,1,,1606,0
1607,1,,1607,0
1608,1,,1608,0
1609,1,,1609,0
1610,1,,1610,0
1611,1,,1611,0
1612,1,"Ill-defined (no sharp ring); elongated.  Very LSB.",1612,1
1613,1,,1613,0
1614,1,,1614,0
1615,1,,1615,0
1617,1,,1617,0
1618,1,,1618,0
1619,1,"",1619,0
1620,1,"Faint small nebulosity with some dark regions;  wispier on the E side.",1620,1
1621,1,,1621,0
1622,1,,1622,0
1623,1,,1623,0
1624,1,,1624,0
1625,1,,1625,0
1626,1,,1626,0
1627,1,,1627,0
1628,1,"",1628,0
1629,1,"",1629,0
1630,1,,1630,0
1631,1,,1631,0
1632,1,,1632,0
1633,1,,1633,0
1634,1,,1634,0
1635,1,,1635,0
1636,1,,1636,0
1637,1,,1637,0
1638,1,"Nebulosity surrounding a 12th mag star.",1638,1
1639,1,,1639,0
1640,1,"Small and mostly-round - some extended nebulosity to N.",1640,1
1641,1,,1641,0
1642,1,"V-shaped - diffuse in a rich star-field.",1642,1
1643,1,"Almost looks like an unresolved PN.",1643,0
1644,1,,1644,0
1645,1,"Nebula surrounding several stars, with LBN 137 to the NW (much fainter but much larger).",1645,1
1646,1,,1646,0
1647,1,"Nebula with dark region to SE.  Might respond to Ha filter.",1647,1
1648,1,,1648,0
1649,1,,1649,0
1650,1,,1650,0
1651,1,,1651,0
1652,1,"Round but asymmetrically bright.  Several foreground stars; center star mag 16.0.  Should respond to O III filter.",1652,1
1653,1,,1653,0
1654,1,"Really just a section of the Milky Way.   No obvious cluster, and SH2-97 is extremely faint.",1654,1
1655,1,,1655,0
1657,1,"Nebulosity surrounding several stars in the field.  Also with Sh2-99, similar.",1657,1
1658,1,"",1658,0
1659,1,,1659,0
1660,1,,1660,0
1661,1,,1661,0
1663,1,,1663,0
1664,1,,1664,0
1665,1,,1665,0
1666,1,,1666,0
1667,1,,1667,0
1668,1,,1668,0
1669,1,,1669,0
1670,1,,1670,0
1671,1,,1671,0
1672,1,,1672,0
1673,1,,1673,0
1674,1,,1674,0
1675,1,"",1675,0
1676,1,,1676,0
1677,1,,1677,0
1678,1,"Large and complex;  best with Ha filters.",1678,1
1679,1,,1679,0
1680,1,,1680,0
1681,1,,1681,0
1682,1,,1682,0
1683,1,,1683,0
1684,1,,1684,0
1685,1,,1685,0
1686,1,,1686,0
1687,1,,1687,0
1688,1,,1688,0
1690,1,,1690,0
1691,1,,1691,0
1692,1,,1692,0
1693,1,,1693,0
1694,1,,1694,0
1695,1,,1695,0
1696,1,,1696,0
1699,1,,1699,0
1700,1,,1700,0
1701,1,,1701,0
1702,1,,1702,0
1704,1,,1704,0
1705,1,,1705,0
1706,1,,1706,0
1707,1,,1707,0
1708,1,,1708,0
1709,1,,1709,0
1710,1,,1710,0
1711,1,,1711,0
1712,1,,1712,0
1713,1,,1713,0
1714,1,,1714,0
1716,1,,1716,0
1717,1,"Very faint nebular with three dark lanes.",1717,1
1718,1,,1718,0
1719,1,,1719,0
1720,1,,1720,0
1721,1,,1721,0
1722,1,,1722,0
1723,1,,1723,0
1724,1,"",1724,0
1725,1,,1725,0
1726,1,,1726,0
1727,1,,1727,0
1728,1,,1728,0
1729,1,,1729,0
1730,1,"Fan-shaped nebula NE of γ Cas.",1730,1
1731,1,,1731,0
1732,1,,1732,0
1733,1,,1733,0
1734,1,,1734,0
1735,1,,1735,0
1736,1,,1736,0
1740,1,,1740,0
1741,1,,1741,0
1743,1,,1743,0
1744,1,,1744,0
1745,1,"An extension E of the Soul Nebula.  Small with a surface brightness about the same as the brighter parts of the Soul.",1745,1
1746,1,,1746,0
1747,1,,1747,0
1748,1,,1748,0
1749,1,,1749,0
1750,1,,1750,0
1752,1,,1752,0
1753,1,,1753,0
1754,1,"",1754,0
1755,1,,1755,0
1756,1,,1756,0
1757,1,,1757,0
1758,1,,1758,0
1759,1,,1759,0
1760,1,,1760,0
1761,1,,1761,0
1762,1,,1762,0
1763,1,,1763,0
1764,1,,1764,0
1765,1,,1765,0
1766,1,,1766,0
1767,1,,1767,0
1768,1,,1768,0
1769,1,,1769,0
1771,1,,1771,0
1773,1,,1773,0
1774,1,,1774,0
1775,1,"Extremely large SNR.",1775,1
1776,1,,1776,0
1777,1,,1777,0
1778,1,,1778,0
1779,1,,1779,0
1780,1,"",1780,0
1781,1,"",1781,0
1782,1,,1782,0
1783,1,,1783,0
1784,1,,1784,0
1786,1,"Quintet of emission nebulae in a line  W to E.  Variable hues.",1786,1
1790,1,,1790,0
1791,1,,1791,0
1792,1,"",1792,1
1793,1,,1793,0
1794,1,,1794,0
1795,1,"Collection of about 20 stars around λ Orionis (mag 5).   Nebulosity is very faint.",1795,1
1796,1,,1796,0
1797,1,"",1797,0
1798,1,,1798,0
1799,1,,1799,0
1800,1,,1800,0
1801,1,,1801,0
1803,1,,1803,0
1804,1,"Large PN with an incomplete ring.  Very LSB.",1804,1
1805,1,,1805,0
1806,1,,1806,0
1807,1,,1807,0
1808,1,,1808,0
1809,1,,1809,0
1810,1,,1810,0
1811,1,"",1811,0
1812,1,,1812,0
1813,1,,1813,0
1814,1,"Small pinkish nebula.  Good in Ha.",1814,1
1815,1,,1815,0
1816,0,"",1816,0
1817,1,"",1817,0
1818,1,,1818,0
1820,1,"Kidney-shapred nebula with dark lanes.",1820,0
1821,1,,1821,0
1822,1,,1822,0
1824,1,"",1824,0
1825,1,,1825,0
1826,1,,1826,0
1827,1,,1827,0
1828,1,,1828,0
1829,1,"",1829,0
1831,1,,1831,0
1832,1,,1832,0
1833,1,,1833,0
1834,1,"",1834,1
1835,1,"Large LSB planetary.   Should work well with Ha and O III filters.",1835,1
1836,1,,1836,0
1837,1,"Faint with many foreground stars.   LSB.",1837,1
1839,1,"",1839,1
1840,1,"Sort of a mini-M51:  spiral with prominent arms, one of which is extending W then S to a companion NGC 7752 (2' SW) that has a spiral, but distorted shape.",1840,1
1841,1,"Pair of edge on galaxies (with NGC 7339, 5' E).  No features.",1841,1
1842,1,"Large cluster - about 80 stars including α Per (Mirfak; mag 1.8).",1842,1
1843,1,"Over 100 stars mag 10+, surrounded by brighter stars in a dense field, some trailing to SSW.",1843,1
1844,1,"Small faint cluster - only slightly detached.  Cr 467 in FOV to NE.   7th mag red star 7' to NW.",1844,1
1845,1,"Extremely large cluster.",1845,1
1846,1,"Very large.  Only suited for binoculars.",1846,1
1847,1,"Elongated with hazy disk.  No features.",1847,1
1848,1,"Pair of small faint galaxies, no features.",1848,1
1849,1,"Faint halo around a bright core.",1849,1
1850,1,"Oval shaped, small dust feature on NE side next to core.",1850,1
1851,1,"Very small spiral.",1851,1
1852,1,"Very elongated with small nucleus and ring-like inner disk;  hazy outer envelope.",1852,1
1853,1,"Western periphery of the SMC.",1853,1
1854,1,"Two small galaxies in FOV (with NGC 165, 7' to E).   Neither is remarkable.",1854,1
1855,1,"Small core.  Bar and spiral arms about the same SB, not too faint.",1855,1
1856,1,"Elongated spiral.  Thin arms against disk.",1856,1
1858,1,"Spiral but distorted probably by an edge-on galaxy immediately to the SE with a bright-line appearance.   A foreground 14th mag star sits in the main galaxy's disk.  Other small and faint galaxies are in the FOV.",1858,1
1860,1,"Attractive with a bright core and inner disk and graceful fainter spiral arms.",1860,1
1861,1,"",1861,1
1862,1,"Nearly edge-on with a tiny core.  A very faint companion, also almost edge-on but oriented at a right angle sits at one end.",1862,1
1863,1,"Outer SW edge of the SMC.  A few clusters in FOV.",1863,1
1864,1,"Small and faint, with other fainter galaxies in the FOV.",1864,1
1865,1,"Small core, wide disk and extremely faint spiral arms.",1865,1
1867,1,"Bright core and bar; expansive spiral arms.",1867,1
1868,1,"Binary galaxy (with NGC 274) and distant companion (NGC 273).
NGC 274 is type E/S0, and contrasts with NGC 275's SBcd.",1868,1
1870,1,"Small faint edge-on galaxy with a halo.",1870,1
1871,1,"Small with a hazy disk.",1871,1
1872,1,"Trio of elliptical/lenticular galaxies in a NE/SW line.",1872,1
1873,1,"Cluster in SMC.",1873,1
1874,1,"Edge-on with a small nucleus and a ""linear"" inner disk.  The outer disk is separated and fainter.",1874,1
1875,1,"Faint with a small core and halo/disk.",1875,1
1876,1,"Small faint cluster.",1876,1
1877,1,"Cluster of over a dozen small faint galaxies.  Most are elliptical/lenticular.   NGC 390 is a star.",1877,1
1878,1,"Close trio of galaxies with others in the FOV.   None have features, though NGC 394 has a bulge and an edge-on disk.",1878,1
1879,1,"SMC cluster - two others in field.",1879,1
1880,1,"About 6 faint non-descript galaxies in the FOV.",1880,1
1881,1,"Elongated with two satellites: NGC 440 (5' ESE) is also elongated;  NGC 434A is classified SB0a but is edge-on with very sweeping arms.",1881,1
1882,1,"Pair of small faint galaxies, no features.",1882,1
1883,1,"Bright nucleus with faint elongated halo.   Red 9th mag star 5' SE.",1883,1
1884,1,"Very small - hard to resolve structure.",1884,1
1885,1,"Elongated.  Inner disk is only slightly brighter than the outer disk, but faint overall.",1885,1
1888,1,"Field of over 10 galaxies in a chain extending to the SW.
None are visually interesting  themselves, but the overall effect is striking.",1888,1
1889,1,"Small core, fainter outer disk.  No features.",1889,1
1890,1,"Face on with many spiral arms, bright nucleus and thin bar.
Elliptical NGC 533 is 14' to the E.",1890,1
1891,1,"Pair of unfeatured galaxies.",1891,1
1892,1,"Small bright core with a puffy halo.",1892,1
1893,1,"Nearly edge-on spiral with dust lane on N side.",1893,1
1894,1,"Very elongated and fuzzy - no features.",1894,1
1895,1,"",1895,1
1896,1,"1 Ari (mag. 5.9) is in the FOV.",1896,1
1897,1,"Elongated, bright core with bulge, thin disk, no features.",1897,1
1898,1,"Very odd construction.  The inner disk has a dust lane but it's surrounded by a shell-like outer halo.",1898,1
1899,1,"Several galaxies (Mag. 13-15) in the N. FOV.   NGC 678 (24' to the NW) is edge-on with a long flat disk.",1899,1
1900,1,"Small, slightly elongated with spiral arms against the disk.",1900,1
1901,1,"Small slightly linear nucleus; the arms are S-shaped against the disk.",1901,1
1902,1,"Sightly non-circular with a non-uniform halo.",1902,1
1903,1,"Long and thin.  Outer disk is extremely faint.",1903,1
1904,1,"Thin spiral arms, next to a 11th magnitude reddish star.",1904,1
1905,1,"Interacting elliptical galaxy pair (with NGC 751).  Several other small/faint galaxies in FOV.",1905,1
1906,1,"",1906,1
1907,1,"Slightly elongated thin faint arms against the disk with a 14th mag star.",1907,1
1908,1,"Edge-on, symmetric outer disk.  Inner disk is mottled.",1908,1
1909,1,"Small and round, though the outer layer is non-uniform but very faint.",1909,1
1910,1,"",1910,1
1911,1,"",1911,1
1912,1,"",1912,1
1913,1,"Three small and featureless galaxies in the FOV.",1913,1
1914,1,"Elongated - disk tapers off.",1914,1
1915,1,"A pretty face-on spiral but observations are hampered by a 11th magnitude star in front of the spiral arms SE.",1915,1
1916,1,"Small spiral dominated by the disk.",1916,1
1917,1,"Other galaxies present:  NGC 876 is edge-on and hangs SW from NGC 877.",1917,1
1918,1,"Small tight spiral in a field with several faint galaxies, including NGC 883 (S0, 10' SSE) and the very faint IC 219 (16' S).",1918,1
1919,1,"A face-on SB galaxy in a FOV of several fainter galaxies towards the SE.",1919,1
1920,1,"Small elongated, bright center.",1920,1
1921,1,"Round but with very varied brightness E to W.    Outer arms appear ring-like, but abnormal spiral structure.",1921,1
1922,1,"",1922,1
1923,1,"Tight galaxy pair with IC 1801, 1' distant.",1923,1
1924,1,"Edge-on with  a bright linear inner disk and fainter envelope.",1924,1
1925,1,"Small intermedial-angle with spiral arms against the disk.",1925,1
1926,1,"Field of small faint galaxies.   NGC 974 is an open-faced spiral.  NGC 970 is an interacting pair.",1926,1
1927,1,"",1927,1
1928,1,"",1928,1
1929,1,"Elongated, but with a magnitude 7.5 stars in front of the NW half of the disk.",1929,1
1930,1,"Puffy nearly face-on spiral.",1930,1
1931,1,"Elongated with the disk slightly asymmetric from the core (longer to W).   Arms are faint and might only be defined as mottling against the disk.",1931,1
1932,1,"Overall, faint and small.  Bright bar and very faint ring.",1932,1
1933,1,"Bright core and edge-on disk.",1933,1
1934,1,"Nearly edge on.  Uniform elongated disk.",1934,1
1935,1,"Oval shaped with very small nucleus and sweeping diffuse arms that fade off from the central disk.",1935,1
1936,1,"Small, nearly face-on.  Bright nucleus with hazy disk.",1936,1
1937,1,"Small with a small core and extensive halo and extremely faint outer arms.",1937,1
1938,1,"Faint elliptical.",1938,1
1939,1,"Small bright core and surrounding disk.  Outer spiral arms are very faint.",1939,1
1940,1,"Very bright nucleus and irregular, but very small.",1940,1
1941,1,"Pair of galaxies with NGC 1160 (4' N).  NGC 1161 is elongated and featureless surrounded by 4 stars mag 9-12.  NGC 1160 has some spiral structure with a few very faint foreground stars.",1941,1
1942,1,"Bright core with fainter outer halo.  No features.",1942,1
1943,1,"Small faint elliptical in a field with a scattering of other small faint galaxies.",1943,1
1944,1,"LSB, but face-on with faint thin spiral arms.",1944,1
1945,1,"Edge-on with no features or dust lane.  Will appear very linear.",1945,1
1946,1,"Tiny nucleus that might be confused with an 11th mag foreground stars.  Elongated - spiral arms are thin and faint against the disk.",1946,1
1947,1,"About 60 sars, slight concentration, detached.   Most stars mag 14-15.",1947,1
1949,1,"Pancake-shaped elliptical with faint satellite.",1949,1
1950,1,"Core, bar, and inner disk have increasing faintness.  Outer arms are extremely faint.",1950,1
1951,1,"Elongated core and very faint halo.  No features.",1951,1
1952,1,"Small and concentrated.  About 20 stars mag 13+.",1952,1
1953,1,"Two main arms, the one to the S is brighter.   Elongated, but mostly face-on.   Satellite NGC 1242 is 2' to the E.",1953,1
1954,1,"Nearly edge-on with dusky outer arms.",1954,1
1955,1,"Elongated with outer arms structure detached.   A faint edge-on spiral companion (PGC 12053; 
SBm, mag 13.9) is 3.5' NE.",1955,1
1956,1,"Inner disk is somewhat round with an elongated outer structure.",1956,1
1957,1,"Nearly face-on spiral with several defined spiral arms.",1957,1
1958,1,"Elongated with faint spiral arms against the disk.",1958,1
1960,1,"Very elongated spiral.   Structure might only appear mottled against the disk.",1960,1
1961,1,"Nearly edge-on with a brighter inner disk and fainter outer structure.",1961,1
1962,1,"Oval shaped, no features.",1962,1
1963,1,"Face-on with HSB spiral arms.",1963,1
1964,1,"Elongated but with no features.",1964,1
1965,1,"Round and bright with two spiral arms tight but slightly separated from the center.   Very faint and diffuse outer structure.",1965,1
1966,1,"Oddly-structured jumble that appears to be one or even two interacting galaxies.   One appears as an extension of the spiral arm to the N.   The others are merged with distinct cores.",1966,1
1967,1,"Lozenge-shaped, no features.",1967,1
1968,1,"Face-on bright galaxy with several spiral arms around the same brightness as a the nucleus.",1968,1
1969,1,"Member of the Eridanus A group.   Several other fuzzy galaxies in the FOV.",1969,1
1970,1,"Almost edge on.  Faint dust lane separating the spiral arms.",1970,1
1972,1,"Oval shaped.  Bright core with hazy halo tapering off to a fainter envelope.",1972,1
1973,1,"Elongated tight spiral with  very faint and diffuse outer spiral arms/disk.",1973,1
1974,1,"Group of three galaxies (with NGC 1418 and NGC 1424 to the E).   Elongated with two spiral arms extending out to the N/S.",1974,1
1975,1,"Very elongated (nearly edge-on) with bright spiral arms projected against the disk.",1975,1
1976,1,"Oval-shaped spiral with bright arms.",1976,1
1977,1,"Unremarkable elliptical.",1977,1
1978,1,"Slightly elongated with slight fuzzy bar NE/SW.",1978,1
1979,1,"Elongated with knobby bar and a faint ring that has some structure.",1979,1
1980,1,"Very elongated, slightly brighter nucleus against the halo.",1980,1
1981,1,"Small, lozenge-shaped with a faint companion to the NW.",1981,1
1982,1,"Nearly edge-on.  Asymmetrical - brighter on the E edge.",1982,1
1983,1,"Very elongated/edge-on.  The disk is non-uniform with more structure in the N arm.",1983,1
1984,1,"Cotton ball with a bright core.",1984,1
1985,1,"Nearly edge-on, pointy disk, ball-like core with a dark lane on the E side.   Pair of ellipticals 12' S.",1985,1
1986,1,"Elongated with a small bright core.   Spiral arms might appear mottled against the disk.",1986,1
1987,1,"Faint and grainy.",1987,1
1988,1,"Slightly elongated.  Very faint companion to the NE.",1988,1
1989,1,"Face-on with spiral arms against the disk, extending outward.",1989,1
1990,1,"In LMC.",1990,1
1991,1,"Bright core, very round.",1991,1
1992,1,"Faint - no features.",1992,1
1993,1,"Elongated with faint structure in a hazy disk.",1993,1
1994,1,"",1994,1
1995,1,"In LMC.",1995,1
1996,1,"Bright nucleus.  Paired with NGC 1699 (7' N).",1996,1
