id,status,notes,dso_id,ready_to_go
609,1,"Elongated, linear inner disk, diffuse outer arms.",609,1
610,1,"Core is linear E/W;  outer disk has LSB and thin patchy arms.",610,1
611,1,"Very large and with LSB.   Extends beyond the FOV.",611,1
612,1,"",612,1
613,1,"Elongated with outer spiral arms extending to NE/SW.   Trio of 10th/11th mag stars to W.",613,1
614,1,"Mostly face-on with very detached (but faint) spiral arms from the central N/S core that are also oriented at an angle (SE/NW).    Two small and faint galaxies in FOV.",614,1
615,1,"",615,1
617,1,"Irregular shape for a face-on galaxy:  the asymmetric S arm is ""fat"" compared to the rest of the disk.",617,1
618,1,"Small faint patch around a 9th mag star.",618,1
620,1,"Over 100 stars (mag 11+), detached despite the rich background.",620,1
621,1,"",621,1
622,1,"Warped structure; the main body is rectangle like with an extension protruding to the East.",622,1
623,1,"Just below red giant HD 42903 (mag 7.7).",623,1
624,1,"Faint, crescent-shaped.",624,1
625,1,"Loose/unconcentrated with stars mag 8+.",625,1
626,1,"Cluster of several small nebulae.",626,1
627,1,"Very small bluish disk - basically a ""big Uranus"".",627,1
628,1,"Concentrated with 100 stars mag 11+.",628,1
629,1,"Faint nebulosity in a cluster (Cr 95) of 9th-11th mag stars.",629,1
630,1,"Surrounded by 10th-11th mag stars.    Elongated with a bright core and open spiral arms.",630,1
631,1,"Small, fuzzy, and slightly abnormally shaped.",631,1
632,1,"Collection of about 20 stars not well detached from the field.  Several bright field stars to the W.",632,1
633,1,"Faint but colorful nebulosity surrounding a 10th mag star.",633,1
634,1,"50 stars mag 10+ not well detached from the field.",634,1
635,1,"Tilted with a small core, inner disk, and sweeping arms with knots of structure.",635,1
636,1,"Medium concentration, well-resolved - very jewel-like with brighter stars at the edges.",636,1
637,1,"6th mag star at center.  Split into two by large dark lane running E/W.",637,1
638,1,"Non-circular - two wings from a central star mag 11.5.",638,1
639,1,"Odd shape with about 30 stars mag 9+.",639,1
640,1,"A ring of stars of varying brightness, brighter stars on the N/NE side with the whole cluster having about 80 stars, mag 9+.  Striking.",640,1
642,1,"30-40 stars, concentrated, mag 8+.",642,1
643,1,"About 70 stars (mag 11+), no concentration, not detached from a rich field.  Some brighter stars surrounding.",643,1
644,1,"Filled-V shape with a bright red star on one side.  30 stars (mag 9+), detached, and concentrated.",644,1
645,1,"Cluster has ~50 stars mag 8+ with a bright nebula with dark regions trailing to the NE then E.",645,1
646,1,"Between two 10th-11th mag stars (N-S), face-on spiral with patchy thin arms.",646,1
647,1,"Pair of galaxies.  NGC 2537 is round and patchy with no defined spiral arms.   17' SSE is IC 2233 - edge-on with very pointy arms.",647,1
648,1,"Tilted spiral galaxy with thin arms and a elongated core.   Might appear as a hazy oval in smaller telescopes.",648,1
649,1,"Face-on with extremely faint arms.   13' NE is NGC 2820, very needle-like, and NGC 2814 also edge-on.",649,1
650,1,"Elongated with spiral arms faint against the disk.",650,1
651,1,"Bright core, elongated with very diffuse disk/halo.  No features.",651,1
652,1,"Almost edge on.   Bright core - pointy disk but very faint in comparison.",652,1
653,1,"Face-on ""classic"" open spiral.   Bright center with two arms, trailing off in brightness as it expands.",653,1
654,1,"Elongated with diffuse nucleus.  No features.",654,1
655,1,"Nearly face-on with sweeping arms, brighter towards the core, but LSB makes it challenging.",655,1
656,1,"Elongated.  Two short arms N/S the N one is more contrasted with the disk.",656,1
657,1,"Bright inner core and disk;  faint outer disk.   No prominent features.  Will look like a slim oval.",657,1
658,1,"Extended disk with bright inner arms and one prominent outer arm to the S.   Other arms more diffuse and fainter.",658,1
659,1,"Irregular shape with two wing-like lobes and elliptical outer shell.",659,1
660,1,"Oval nucleus and bar.   Extended spiral arms are much fainter but thin and distinct.",660,1
661,1,"Mostly face-on galaxy with prominent spiral arms.",661,1
662,1,"Pair of interacting galaxies (with NGC 2993, 3' SSE), both very small but with faint ""tails"".",662,1
663,1,"Diffuse - no spiral arms but a mottled disk asymmetrically bright.",663,1
664,1,"Very diffuse, and LSB (about the level of M 33).  Very prominent SFR at the N end.",664,1
665,1,"Very elongated with irregular brightness and structure.  14th mag interloper sits almost on top of the core.   The two spiral arms jut from the flattened disk very patchy and dotted with SFRs.",665,1
666,1,"Mostly elongated with faint arm structure against the disk.",666,1
667,1,"Slightly elongated with extended LSB spiral arms.  9th mag star on W edge.",667,1
669,1,"Bright, tilted with linear center and fluffy disk.    Face-on NGC 3513 (V=12, 11' SE) is in the FOV.   A nice pair.",669,1
670,1,"Pair.   Two SBa galaxies.  NGC 3718 has a tear-shaped center with a dust bar crossing it, then two tapering arms.   NGC 3729 (12' ENE) is also elongated with a slightly distorted ring and misty outer disk.",670,1
671,1,"Saturn-sized; will require magnification to see any structure.  Will only appear star-like under imaging.",671,1
674,1,"Arp 296.   Highly interacting galaxies.  The brightest point is the intersection between the two - both distorted with SFRs and dust patches.",674,1
675,1,"Ball with small core.   Two other galaxies in FOV are both spirals.",675,1
676,1,"Arp 280.  Very elongated, bright inner disk, then more diffuse.  Jutting out from the SE corner is NGC 3769A, edge-on, no features.",676,1
677,1,"Bright, oval-shaped.   Spiral arms in inner disk, with more hazy outer disk.",677,1
678,1,"Elongated oval, no features.",678,1
679,1,"Tiny core; spiral arms are faint against the oval-shaped disk.",679,1
680,1,"Very elongated, some mottling of the inner disk - outer disk is very faint and tenuous.",680,1
681,1,"Edge-on and ""pointy"" with a dust lane on the NW side.",681,1
682,1,"Very elongated with asymmetric brightness:  more structure visible on the SW end.",682,1
683,1,"Face on with wide irregular spiral arms some with patchy SFRs.",683,1
685,1,"Two very interesting galaxies.  NGC 4302 is edge-on with a prominent dust lane;  NGC 4298 is nearly face on with many spiral arms and some dust patches.",685,1
686,1,"Round with an elongated center and ring.",686,1
687,1,"Spindle shaped with mottling and a dust lane on N side, plus a 10th mag star on N edge.
17' N is a very LSB very open spiral NGC 4517A.",687,1
688,1,"Interacting galaxies, both elongated with disk features (SFRs, dust lanes).  12' N is elliptical NGC 4564;  8' is IC 3578 a faint edge-on galaxy.",688,1
691,1,"Edge-on with a prominent linear center.   Elliptical companion 7' WNW.",691,1
692,1,"Face-on with bright inner disk and core;  faint outer arms.   Nice display.",692,1
693,1,"Elongated with mottling in the inner disk.  Outer disk is very tenuous.",693,1
694,1,"Mostly face-on, very bright core and fluffy spiral arms.",694,1
695,1,"Bright inner disk and core with kinked spiral arms.",695,1
696,1,"Bright very tight spiral arms.  Some hint of gas to the W.",696,1
698,1,"Elongated with faint outer disk.  Dust lane on NE side.",698,1
699,1,"Slightly elongated with a bright S-shaped center.   The outer halo is diffuse.",699,1
700,1,"Group of 4 lenticular/elliptical galaxies in a trapezoid, though most are very faint/small.",700,1
701,1,"Very elongated; features on the disk are elusive, no spiral arm structure apparent.",701,1
702,1,"Face-on but irregular in shape.  Thick flocculent arms dotted with SFRs.  Very striking structures on SW and NW side that look like spikes of SFRs coming from the nucleus to the outer disk.",702,1
703,1,"Edge-on, spindle-shaped with a dust lane.",703,1
705,1,"Oval shaped with bright spiral arms and a small core.  A 9th mag star is 2.5' NE.",705,1
706,1,"Elongated with spiral arms and significant dark lanes and SFRs, interacting with NGC 5394 (V=13, 2' NNW) that has a small core and two wide spiral arms.",706,1
707,1,"Very open spiral: reversed S-shape with asymmetrical structure.  Spiral arm to S is longer.",707,1
708,1,"Mostly round with bright core and bar, surrounded by a faint ghostly ring.",708,1
709,1,"Elongated with hazy disk and very bright nucleus.",709,1
710,1,"Edge-on lenticular with pointy disk ends and a bulge.",710,1
711,1,"Elongated spiral with a misty spiral structure;  small core.",711,1
712,1,"Small asymmetrical galaxy with a round halo and one brighter arm to the NE that might become distinct with magnification.",712,1
713,1,"Oval shaped with a ring-like spiral arm structure on top of a diffuse disk.",713,1
714,1,"Interesting field of 5 spirals.  NGC 5775 is nearly edge on with a dust lane on the NE side.  Close by is NGC 5774 an open spiral, 4' NW.  3' SE is the small IC 1070, edge-on with a bright core.

~20' SW are a pair: IC 1066 and 1067, the latter is an open-face spiral.",714,1
716,1,"Grouping of several galaxies, most faint/small.   NGC 5806 is 21' NW.",716,1
717,1,"Tiny core and fluffy arms.   10th mag star to NE.",717,1
718,1,"Bright bar with ghost-like spiral arms and outer disk.  LSB.  Face-on.",718,1
719,1,"Elongated with filamentary arms.",719,1
720,1,"Bright and elongated with mottled spiral arms against the disk.",720,1
721,1,"Highly-structured with a central ring surrounded by a complex outer envelope.   Should respond well to dual-band filters.   Central star mag 11.2.  Saturn-sized.",721,1
722,1,"~40 stars, mag 10+, detached, at the edge of a boundary between a richer star field (SW) to a darker one (NE).",722,1
723,1,"K-shaped cluster of ~70 stars (mag 8+), unconcentrated, though detached.   Background nebulosity is diffuse and faint, probably not noticeable.",723,1
724,1,"Bright featureless galaxy in a field with two very faint and small spiral galaxies.",724,1
725,1,"Bright core and inner disk.  Elongated.  Slight extension of spiral arm to SW.",725,1
726,1,"Low concentration.",726,1
727,1,"X-shaped - the outer parts are very dim;  the central part is only 10"".",727,1
728,1,"Ring but not entirely round - sort of a ""slight deflated"" M 57.   Smaller than Saturn-sized.",728,1
729,1,"Oval-shaped with brighter outer ring and milky interior.   Central star mag 17.3.",729,1
730,1,"Concentrated in a rich star field.   Encircled by an long-arc of mag 11+ stars.",730,1
731,1,"~50 stars (mag 10+), unconcentrated, difficult to distinguish the boundary of the cluster against the rich field.",731,1
734,1,"Cluster has 30 stars, concentrated, detached, mag 8+.   Nebulosity is widespread/larger than FOV, and faint with dark lanes criss-crossing the nearby field stars, esp. to the NW.",734,1
736,1,"About 50 stars, detached, concentrated, mag 10+.",736,1
737,1,"Nebulosity surrounding 5th mag double star HD 170740.",737,1
738,1,"Central star mag 15.6. Almost stellar.   Uranus-sized.",738,1
739,1,"Concentrated, but the outer parts are peppered with brighter stars (mag 13+).",739,1
740,1,"Low concentration with several bright and colorful stars on the outskirts, esp. to the N. ~12th mag.
Just 2' S of ν² Sagittarii.",740,1
741,1,"20 stars, undetached, unconcentrated, mag 8+.  Scattered distribution.",741,1
742,1,"About 60 stars, irregularly places, with a loop structure on the N side.  In a rich field, concentrated, mag 11+.",742,1
743,1,"",743,1
744,1,"Small round, no features.  Companion NGC 6702 in FOV.",744,1
745,1,"Possibly just an asterism, very poor grouping of a couple dozen stars mags 11-12 with some brighter foreground stars.",745,1
746,1,"",746,1
747,1,"",747,1
748,1,"",748,1
749,1,"aka the ""Glowing Eye Nebula""

Age: about 3000 yr",749,1
750,1,"Medium concentration.  Well-resolved.",750,1
751,1,"Concentrated almost looking like a very loose globular.  Over 100 stars - some brighter ones in the foreground.",751,1
752,1,"Concentrated set of ~150 stars from mag 11.5.  Small range in brightness.",752,1
753,1,"",753,1
754,1,"",754,1
755,1,"30 stars, detached, concentrated.    Underlying nebulosity.",755,1
756,1,"15 stars not detached, large range in brightness from mag 7 and fainter.",756,1
757,1,"Central circular section with two very distinct circular blobs.   Mars-sized - requires high magnification.",757,1
758,1,"S-shaped with bright arms and core.",758,1
759,1,"Slightly elongated.  Best with O III filter.  Saturn sized.",759,1
760,1,"Bi-lobed, extremely small. Central star mag 14.4.",760,1
761,1,"",761,1
762,1,"Elongated but with wide spiral (though faint) arms.",762,1
763,1,"Elongated with filamentary arms.",763,1
764,1,"Faint nebula associated with V2140 Cyg (mag 5.7).",764,1
765,1,"Small, central star mag 15.  Elongated with complex structure.",765,1
766,1,"Inner ring oblong, rounder outer structure.    Slightly smaller than Saturn.",766,1
767,1,"Very circular PN.  Will do well with O III + Ha filter.",767,1
768,1,"Concentration of faint stars surrounded by a quadrangle of brighter (mag 6-7) stars.",768,1
769,1,"About 10 stars (mag 9+) detached.",769,1
770,1,"",770,1
771,1,"Very bright core with inner ring and faint mottled outer disk.  14th mag star foreground to S part of disk.",771,1
772,1,"Long string of about 40 stars.   Not condensed or detached.  Some very red 8-9 mag stars/interesting color contrasts.",772,1
773,1,"Complex K-shaped with cluster King 9 making up the N/NE part.",773,1
774,1,"About 40 stars (mag 12+) not well-detached.",774,1
775,1,"Ghostly and green - will likely appear like a ""bigger Uranus"".",775,1
776,1,"Irregular shape.  Small.",776,1
777,1,"A very loose GC.",777,1
778,1,"Cluster of over a dozen galaxies with two brighter member (both elliptical).",778,1
779,1,"Moderately rich (80-100 stars) with an elongated shape (from SE to NW).",779,1
780,1,"Face-on, with  tight inner spiral arms, dissipating to the outer disk.   Some SFRs in the N arms.  Several VERY faint companions on N side.",780,1
781,1,"Face on with a bright inner ring close to the core.   Outer disk is mottled with SFRs in very faint arms.",781,1
782,1,"Oval-shaped faint disk with a pair of 11-12th stars at one end.   Bright bar and angled spiral arms extending N and S.",782,1
783,1,"Nearly face on.  The disk is symmetric with the very bright core.   No features.",783,1
784,1,"Bright open spiral.  Arms aren't distinct but suggested.",784,1
786,1,"Elongated with pointy disk.",786,1
787,1,"Faint, no features.   In the same FOV as two other similar galaxies (NGC 47, and NGC 54).",787,1
788,1,"Sparse and somewhat faint.   Not easy to distinguish from the rich star field.",788,1
789,1,"Barred spiral with distinctive ring and spiral arms (though faint).",789,1
790,1,"Nearly edge-on with pointy disk.   Dark lanes, more prominent on NW side.   Companion NGC 131 with a similar orientation is 9' W.",790,1
791,1,"Part of a larger complex of faint galaxies.   NGC 408 listed in some places is actually a star.",791,1
792,1,"Small, faint, but very tight.",792,1
793,1,"Mostly face on.  Very small core, faint spiral arms against the disk.",793,1
794,1,"Disrupted.  Sort of butterfly-shaped, brighter to N with a dust lane bisecting it.",794,1
795,1,"Trio of galaxies: NGC 470 is elongated with mottled arms;  NGC 467 (SW) and NGC 474 (E) are lenticulars.",795,1
798,1,"Misty core with irregular structure in the arms as well as the distribution of SFRs.",798,1
799,1,"Spiral with bright arms, tight inside but winding out.",799,1
800,1,"Edge on with bright core and halo.  No features in disk, although there is a dust lane.",800,1
801,1,"Galaxy pair (with IC 1727, 8' SW)  - both very elongated.   Both mottled.",801,1
802,1,"Bright core with criss-cross dust lane at N end.   Sweeping arms extend outward.",802,1
803,1,"Round, bright core and bar, thick spiral arms.",803,1
805,1,"Very close to the 9th magnitude star SAO 92805.",805,1
806,1,"Pair of elliptical/lenticular galaxies.  Small, no features.",806,1
807,1,"30 stars mag 9+, detached, unconcentrated.",807,1
808,1,"Elongated with bright inner disk and faint outer disk.  No features.",808,1
809,1,"Elongated, bright core, fuzzy halo, no features.",809,1
810,1,"Nice open spiral, though LSB.",810,1
811,1,"Interacting pair (Arp 309).",811,1
812,1,"Small  pair of similar face-on galaxies (NGC 948, mag 14, 3' NE) with  broad backwards-S arms.",812,1
813,1,"Oval shaped; very faint outer disk.",813,1
814,1,"Elongated spiral with broad arms and many SFRs.  Very tiny star-like core.",814,1
815,1,"Face on barred spiral galaxy with twisted arms extending from a ring.   Low SB.",815,1
816,1,"Largest in a field of very small/faint galaxies.  No features.",816,1
817,1,"Round with very faint arms against the disk.   Star-like core.   A few foreground stars mag 13-16.",817,1
818,1,"An asterism of stars, but with a wide color range.",818,1
819,1,"",819,1
820,1,"Face-on.  Small bright nucleus;  inner disk has bright spiral arms that taper off in brightness to the outer disk.",820,1
821,1,"Elongated; halo isn't much brighter than the core.",821,1
822,1,"Mostly face-on but slight irregular shape.   Bright spiral arms.",822,1
823,1,"A bright core with no apparent disk.  Very faint gas present, esp. to the N.",823,1
825,1,"Elongated with a tight structure.",825,1
826,1,"Elongated with companion elliptical NGC 1331 at the SE end.",826,1
827,1,"Non-descript elliptical.  Bright with fainter halo.",827,1
828,1,"Bright elliptical with fuzzy halo.",828,1
829,1,"Slightly elongated with patchy arms.",829,1
830,1,"Slightly elongated with a bright nucleus and dusky outer disk.",830,1
831,1,"Elongated with non-uniform brightness.",831,1
832,1,"Small concentration of faint stars.  Will likely be a hazy ball in most medium scopes.",832,1
833,1,"Irregular with a large bright core and some structure.",833,1
834,1,"20 stars not well detached, curve of 4 stars mag 8-9 from the W to SW.",834,1
835,1,"Nearly face-on with bright disk and single arm 540° around the core, with a dust lane.",835,1
836,1,"Bright elongated inner disk;  surrounded by fainter structured spiral arms.",836,1
837,1,"30 stars, mag 8+, concentrated.",837,1
838,1,"",838,1
839,1,"X-shaped with ~20 stars, detached, no concentration, mag 9+.   Probably not a real cluster.",839,1
840,1,"",840,1
841,1,"About 20 unconcentrated stars from 11th magnitude.",841,1
843,1,"Nebulosity surrounding a 9th mag star.",843,1
844,1,"Bright core and bar.   Fainter, but separated outer ring.",844,1
845,1,"Two interacting galaxies (with IC 2163, V=12.6, 1.4' to SE).",845,1
846,1,"Faint but with red/blue regions like the Trifid.",846,1
847,1,"Small and tight, but in a rich field with several surrounding brighter stars.",847,1
848,1,"50 unconcentrated stars mag 11+, though detached.",848,1
849,1,"About 30 unconcentrated stars, but with a wide range of color.",849,1
850,1,"Small cluster with long trail of field stars to the W/NW.",850,1
851,1,"Poor cluster, unconcentrated, but detached from the surrounding star field.   Stars lie E/W.",851,1
852,1,"Bright core, with faint halo.",852,1
853,1,"Interacting triplet, esp. between NGC 2293 and NGC 2292 (only 1' apart).  No structure, but blended haloes.   NGC 2295 (mag 13.5, 5' W) is mostly edge-on.",853,1
854,1,"Loose and not detached.   Colorful stars (mag 9+) in field.",854,1
855,1,"Slightly concentrated and mostly detached.",855,1
856,1,"Small, no features.   Might appear as a fuzzy oval.",856,1
857,1,"Sparse, not particularly detached, about 30 stars mag 9+.",857,1
858,1,"Detached, about 70 stars mag 10 and fainter.   Some color variation.",858,1
859,1,"Two small tight clusters (with NGC 2384) in a crowded field.",859,1
861,1,"About 30 stars mag 11+.  6th mag star to N.",861,1
862,1,"> 50 stars mag 11+, no concentration, only slightly detached from the rich field.",862,1
863,1,"Elongated asymmetrical irregular galaxy with several brighter nodes in its disk.",863,1
864,1,"Bright core, bar is implied by the wavy and fluffy spiral arms.",864,1
865,1,"Pair of galaxies with NGC 2586, elongated with a hazy disk and some faint structures, and IC 2311 an elliptical 8' N.",865,1
866,1,"Bright core/bar (pointing N/S) with faint patchy/non-uniform and slightly detached spiral arms.",866,1
867,1,"Small, elongated, very faint structure might elude most amateur scopes.",867,1
868,1,"Tilted galaxy with diffuse disk.  Other galaxies in FOV.",868,1
869,1,"Interacting pair (with NGC 2673) and other small faint galaxies in FOV.",869,1
870,1,"Pair of ellipticals (with NGC 2694, S).  No features.",870,1
871,1,"Small with wide spiral arms.",871,1
872,1,"Featureless oval but with two fainter companions to the W:  ESO 566-4 (mag 13, spindle-shaped, 2' W) and an anonymous edge-on galaxy about 2' distant.    There's also an edge-on 15th mag companion 6' to the E (ESO 566-6).",872,1
873,1,"NE/SW bar surrounded by diffuse outer halo.",873,1
875,1,"Unremarkable elliptical in field with two other galaxies ~15 to the ENE and SE, respectively: NGC 3084 has a ring;  ESO 499-32 (Sa) appears edge-on.",875,1
876,1,"Oddly-structured.   The bar and thin inner arms are very S-shaped.   Additional fainter delicate arms jut from the disk.  Small nucleus.   Outer regions are mottled.",876,1
877,1,"No features, but several faint galaxies in the FOV, including some very close to the parent galaxy.",877,1
878,1,"A fuzzy ball with a very faint companion (IC 647) 2' to the SE.",878,1
879,1,"Face-on with asymmetric outer disk to the NW.",879,1
880,1,"Elongated;  faint structure in the disk.",880,1
881,1,"Pair of attractive galaxies!   NGC 3507 is face-on with distinct spiral arms;  NGC 3501 is edge-on, 13' SW.",881,1
882,1,"Face-on with distinct spiral arms that also have many SFRs regularly-spaced.",882,1
883,1,"Elongated with prominent spiral arms esp. to NW.",883,1
884,1,"Elongated.  Small core, faint arms against disk.    Paired with NGC 3738 (17' NW) an irregular galaxy.",884,1
885,1,"Elongated spiral.   Ring-like inner disk, some structure to outer spiral arms, esp. to E.",885,1
886,1,"Multi-armed spiral, elongated.",886,1
887,1,"Hazy with a bright center core.",887,1
888,1,"Large, bright elliptical.  No features.",888,1
889,1,"Elongated inner core and hazy outer disk.  No features.",889,1
890,1,"Very faint and small.",890,1
892,1,"Pair of elliptical galaxies with the much fainter NGC 4121 (S 5').   Elongated bright core, fuzzy halo.",892,1
893,1,"Pair of barred spirals, both with resolvable spiral structure.",893,1
894,1,"Round, bright center, no features.",894,1
895,1,"Trio in a 3' triangle.   No features.",895,1
896,1,"Face on with spiral arms superimposed on the disk.   Two to the N, one to the S.",896,1
897,1,"Elongated with a small nucleus and arms containing several knots against the disk.",897,1
898,1,"Nucleus with bar-like extensions and a large halo.",898,1
899,1,"Small and round.  Some structure near the core, but might be too small to disambiguate.",899,1
900,1,"Elongated elliptical.  No features.",900,1
901,1,"Faint overall, elongated.",901,1
903,1,"Field of galaxies, all lenticular.  No features.",903,1
905,1,"Face-on - three mottled arms.  14th mag satellite to NW.",905,1
906,1,"Round but with the center offset.  Faint spiral arms on disk.",906,1
907,1,"Round with an elongated center.",907,1
908,1,"Somewhat elongated with flocculent spiral structure.",908,1
909,1,"Elongated galaxy.  No fine structure, but hint of a central ring and arms against the disk.",909,1
910,1,"Faint with patchy arms.",910,1
911,1,"Hazy, with a bright bar and irregularly bright halo.",911,1
912,1,"Elongated - bright core, then a fainter inner disk and a very faint outer disk with an 11th mag star on the E edge.",912,1
913,1,"Round, hazy halo.   14th mag star on W end.",913,1
914,1,"Edge-on with partial/broken dust lane.",914,1
916,1,"Face-on with several components.   The bar is ""knobby"" against a milky oval disk, surrounded by a faint, ghostly, and somewhat imcomplete outer ring.",916,1
917,1,"Pair of galaxies:  NGC 5078 is edge-on with distinct dust lane.   IC 4222 (SW 3') is an elongated barred spiral with bright bulgy bar.",917,1
918,1,"2' W of a 9th magnitude star.   No features.",918,1
919,1,"Nearly face-on spiral with very bright and small nucleus and several arms.",919,1
921,1,"Brightest in a group of several galaxies that extends beyond the FOV.    To the SE/SSW, NGC 5047 and 5037 are edge-on.   SW is NGC 5035 which as an eye-like appearance.  The others are lenticular/elliptical with no features.",921,1
922,1,"Mottled throughout, with SFRs.   Elongated.",922,1
923,1,"Large core, elongated faint disk.",923,1
924,1,"Interesting structure.   There's a core and bar (aligned N/S) with a diffuse, separated ring.
A 16th mag ""star"" in the SW gap between the bar and ring is actually a faint companion spiral.",924,1
925,1,"Pair of elliptical/lenticular galaxies.  No features.",925,1
926,1,"Interacting pair.  NGC 5713 is mostly round with an irregular inner disk with one-sided spiral arms, surrounded by a faint outer halo.   NGC 5719 (11' E) is highly-elongated with a prominent dust lane on the S/SW side.",926,1
927,1,"Elongated bright inner disk with fainter outer disk mottled with tiny SFRs.",927,1
928,1,"Elongated, with pointy ends and diffuse halo; bright nucleus.  No features.",928,1
930,1,"Pair of small ellipticals.  No features.",930,1
932,1,"Elongated with a hazy disk.   Interesting because of the large number of close-in satellite galaxies.",932,1
933,1,"Concentrated with lines of stars radiating out N and E.",933,1
934,1,"Irregular with several bright knots.  Central star mag 13.  Roughly Saturn-sized.",934,1
935,1,"More of a star field than a cluster, and not well-detached from the field.",935,1
936,1,"About 40 stars, not detached, mag 6+.    The nebulosity is indistinct and very faint - part of a larger complex, several degrees in extent.  Visibility is for the cluster only.",936,1
937,1,"30 stars (mag 10+), in an irregular field (dark nebula to W), yet detached.",937,1
938,1,"Irregular shape (stick-figured) collection of ~60 stars mag 8+ (at the ""feet"", 11+ otherwise).",938,1
939,1,"High concentration;  inner core shows arcs of stars (might not be resolvable).   Rich field.",939,1
940,1,"High concentration; asymmetrical; arc of stars to NW.",940,1
941,1,"Sightly concentrated cluster of ~50 stars mag 11+, with brighter 8th-9th mag foreground stars to NE.  The background field is non-uniform, bordering on dark nebula B 273 to the W/SW.",941,1
942,1,"About 40 scattered stars (mag 8+), undetached, unconcentrated.",942,1
943,1,"About 30 dispersed stars (mag 10+), irregular, unconcentrated, but somewhat detached.",943,1
944,1,"Slightly elongated.",944,1
945,1,"Low concentration, though very small.  Not much larger than Jupiter in the FOV.",945,1
946,1,"About 20 stars, mag 11+, unconcentrated, not well detached from the field.",946,1
947,1,"About 50 stars (mag 10+), unconcentrated, detached.  Has almost a ""filled crescent Moon"" shape.",947,1
948,1,"In a dense field, but concentrated;  > 100 stars mag 11+.",948,1
949,1,"Hard to see where the cluster begins/ends.  But there are several clumps of 7-10th mag stars in the FOV, continuing out of the field to the WSW.",949,1
950,1,"Against a rich field and hard to distinguish.",950,1
951,1,"Over 50 stars in a rich field, mag 12+.  Not well-detached.",951,1
952,1,"Almost impossible to discern from the field.   Slight rift in the background MW extending N/S to the E of the cluster.",952,1
953,1,"Smal and in a very rich field.  Concentrated, but not detached.",953,1
954,0,"",954,1
955,1,"",955,1
956,1,"",956,1
957,1,"",957,1
958,1,"Small concentrated cluster.   About 15 stars.",958,1
959,1,"Poor cluster, little concentration.",959,1
960,1,"Small dusty cluster at the N edge of B 361.",960,1
961,1,"Poor cluster of stars in slight contrast to the Milky Way.",961,1
962,1,"Poor cluster with stars mag 10 and fainter, not very detached from the background.  The FOV has many stars of varying brightness.",962,1
963,1,"",963,1
964,1,"Hard to distinguish from the background.",964,1
965,1,"Very small - will just appear as either star-like or a fuzzy patch.",965,1
966,1,"Detached, no concentration about 30 stars 8-13th mag.",966,1
967,1,"",967,1
968,1,"Elongated and hazy with a small bright center.  No features.",968,1
969,1,"Pair of galaxies:  NGC 7505 is a very round fuzzball.   18' NE is NGC 7513, elongated with a bright bar and S-shaped arms.",969,1
970,1,"Pair of elongated galaxies with NGC 7537.   Small nucleus with mottled spiral structure against the disk.",970,1
971,1,"Nearly face on with some spiral structure, esp. to N.   Edge on IC 1488 is 13' ENE.",971,1
972,1,"Slightly elongated with bright core, a hint of spiral structure in the inner core, and fuzzy outer disk.  Asymmetrical faint dust lanes across the disk esp. to the SW.",972,1
973,1,"Elongated with an asymmetric outer disk with one arm more prominent to SW.   A very faint (~15 mag) satellite is SE 1.7' next to a 14th mag star E about the same distance that might appear ""un-star-like"".",973,1
974,1,"",974,1
977,1,"Small cotton ball.  No features.",977,1
978,1,"Larger and brighter than M 13.   Highly concentrated.",978,1
979,1,"GC just NNW of C 106.   Concentrated.",979,1
981,1,"Tight spiral arms - with a trail to the SE.   Asymmetric.  Bright core.",981,1
982,1,"Cluster on the far side of the SMC.",982,1
983,1,"""Sparkly"" cluster - some color contrasts.   In SMC.",983,1
984,1,SMC.,984,1
986,1,"Cluster in SMC.",986,1
987,1,"SMC globular.   20' W is NGC 376 another SMC cluster.",987,1
988,1,"Somewhat unconcentrated SMC globular.",988,1
989,1,"High concentration.",989,1
990,1,"SMC cluster - not a GC because its age is only 0.14 Gyr.",990,1
991,1,"Elongated;  bright center, very faint halo.",991,1
992,1,"Nearly face-on spiral with thich arms.",992,1
993,1,"Open spiral arms with a bright core and some dust lanes.",993,1
994,1,"Bright and round.   The outer annulus of stars might appear non-uniform.  9th mag star to NE.   A very faint galaxy (PGC 11918; mag 15.0) is 4.5' SW next to another 14.8 mag star that might appear as a outlying star to the cluster.",994,1
995,1,"Face-on with disrupted spiral arms and significant SFRs, esp. in the NE arm.",995,1
996,1,"Small cluster in the LMC.",996,1
997,1,"Small and faint.  7th mag star to E.",997,1
998,1,"Very bright with a hazy inner disk surrounding by a prominent (but faint) ring.",998,1
999,1,"Face on.  Bright nucleus with tight structure of fainter arms.",999,1
1000,1,"Elongated spiral.   Separated outer spiral arms, esp. to SE.",1000,1
1001,1,"Pill-shaped, no features.",1001,1
1002,1,"Elongated with central nucleus and inner bright ring with a fainter outer ring skewed to the center.",1002,1
1003,1,"Bright core with a faint halo.   A pair of faint galaxies are 12' ENE, incl. NGC 1326B (ESO 357-29; mag 13.3, 2.2'x0.4' an SBm with warped arms).",1003,1
1004,1,"Large lenticular at the northern end of the Fornax Group.   Several galaxies in FOV.",1004,1
1007,1,"Field within the Fornax group with several similar galaxies.",1007,1
1009,1,"Outer member of the Fornax cluster.   Bright core and elongated halo.",1009,1
1010,1,"Spindle-shaped but with little structure or details.",1010,1
