D00896	NGC 4189
F00201	NGC 4193
F00202	IC 3059
F00643	IC 3062
F00644	IC 3066
D00897	NGC 4208
F01130	IC 3061
F01131	IC 3091
D00898	NGC 4262
F00647	IC 781
D00899	NGC 4369
D00900	NGC 4138
D00901	NGC 4242
D00903	NGC 4440
F00234	NGC 4431
F00235	NGC 4436
F00236	IC 794
D00905	NGC 4519
D00906	NGC 4416
F00978	NGC 4434
D00907	NGC 4457
D00908	NGC 4487
D00909	NGC 4462
D00910	IC 3253
D00911	NGC 4664
D00912	NGC 4612
D00913	NGC 4733
D00914	NGC 4710
F01146	IC 3806
D00916	NGC 5101
D00917	NGC 5078
F00776	IC 874
F00777	IC 4222
D00918	NGC 5061
D00919	NGC 5085
D00921	NGC 5044
F01026	NGC 5030
F01027	NGC 5031
F01028	NGC 5035
F01029	NGC 5037
F01030	NGC 5046
F01031	NGC 5047
F01032	NGC 5049
D00922	NGC 5204
D00923	NGC 5253
D00924	NGC 5701
D00925	NGC 5638
F01612	NGC 5636
D00926	NGC 5713
F01035	NGC 5719
D00927	NGC 5879
D00928	NGC 5838
F01614	NGC 5848
D00930	NGC 5898
F00803	NGC 5903
D00932	NGC 6166
F00771	NGC 6158
D00933	NGC 6325
D00934	NGC 6309
D00935	NGC 6374
D00936	NGC 6383
D00937	NGC 6396
D00938	NGC 6400
D00939	NGC 6441
D00940	NGC 6453
F00880	NGC 6444
D00941	NGC 6404
F01494	Barnard 273
D00942	NGC 6416
F01496	Barnard 278
D00943	NGC 6425
D00944	NGC 6482
D00945	NGC 6535
D00946	NGC 6507
D00947	NGC 6469
D00948	NGC 6603
D00949	NGC 6605
D00950	NGC 6625
D00951	NGC 6631
D00952	NGC 6647
D00953	NGC 6683
D00954	IC 4846
D00955	NGC 6778
F00567	Barnard 139
D00956	NGC 6790
D00957	NGC 6803
D00958	IC 4996
D00959	NGC 7031
D00960	IC 1369
D00961	NGC 7067
D00962	NGC 7082
D00963	IC 5117
D00964	NGC 7226
D00965	NGC 7158
D00966	NGC 7261
D00967	NGC 7392
D00968	NGC 7457
D00969	NGC 7507
F00460	NGC 7513
D00970	NGC 7541
F00856	NGC 7537
D00971	NGC 7653
F00834	IC 1488
D00972	NGC 7625
D00973	NGC 7755
D00974	NGC 7761
F01054	IC 5361
D00977	NGC 7796
D00978	NGC 104
D00979	NGC 121
D00981	NGC 150
D00982	NGC 299
F00493	NGC 306
D00983	NGC 330
F00494	IC 1611
F00495	IC 1612
D00984	NGC 292
D00986	NGC 361
D00987	NGC 419
F01524	NGC 376
D00988	NGC 416
D00989	NGC 362
D00990	NGC 458
F00913	IC 1655
F00914	IC 1660
D00991	NGC 254
D00992	NGC 685
D00993	NGC 986
D00994	NGC 1261
D00995	NGC 1313
D00996	NGC 1841
D00997	NGC 1466
D00998	NGC 1291
D00999	NGC 1302
D01000	NGC 1425
D01001	NGC 1340
D01002	NGC 1350
D01003	NGC 1326
D01004	NGC 1380
F00757	NGC 1382
D01007	NGC 1379
F00761	NGC 1373
F00763	NGC 1374
F00762	NGC 1375
F00760	NGC 1381
F00758	NGC 1387
F00759	NGC 1382
D01009	NGC 1389
D01010	NGC 1386
F00747	NGC 1369
D01011	NGC 1316
F01344	NGC 1310
F00755	NGC 1317
D01013	NGC 1399
F00765	NGC 1396
F00764	NGC 1404
D01015	NGC 1427
F00756	NGC 1428
D01016	NGC 1448
D01017	NGC 1433
D01018	NGC 1559
D01019	NGC 1543
D01020	NGC 1533
F01158	IC 2038
F01159	IC 2039
D01021	NGC 1515
D01022	NGC 1493
D01023	NGC 1487
D01024	NGC 1537
D01025	NGC 1532
F00749	NGC 1531
F00750	IC 2041
D01026	NGC 1512
F00773	NGC 1510
D01027	NGC 1527
D01028	NGC 1546
D01029	NGC 1553
F01160	NGC 1549
F01161	IC 2058
D01031	NGC 1511
D01032	NGC 1651
D01033	NGC 1566
D01034	NGC 1596
F01162	NGC 1602
D01035	NGC 1617
F01164	IC 2085
D01037	NGC 1672
D01039	NGC 1711
F00059	NGC 1702
F00058	NGC 1704
F01414	NGC 1751
D01042	NGC 1772
F01166	NGC 1767
F01167	NGC 1782
F01181	NGC 1793
F01182	NGC 1795
F01183	NGC 1801
D01045	NGC 1743
F01165	NGC 1712
F00068	NGC 1722
F00069	NGC 1727
F00065	NGC 1737
F00066	NGC 1745
F00067	NGC 1748
F00070	NGC 1756
D01046	NGC 1755
F01171	NGC 1736
F01172	NGC 1749
F01173	NGC 1768
F01174	IC 2117
F01175	NGC 1770
D01047	NGC 1786
F01187	NGC 1764
F01186	NGC 1806
D01049	NGC 1747
F01169	NGC 1735
F01170	NGC 1774
D01051	NGC 1714
F00060	NGC 1718
F01722	NGC 1731
F01168	NGC 1733
D01052	NGC 1761
F01177	NGC 1760
F01176	NGC 1763
F01178	NGC 1769
F01179	NGC 1773
F01180	NGC 1776
D01054	NGC 1783
F01184	NGC 1787
F01185	NGC 1805
D01055	NGC 1679
D01056	NGC 1851
D01057	NGC 1947
F01247	NGC 1942
D01058	NGC 1868
D01060	NGC 1831
D01061	NGC 1866
F01209	NGC 1859
D01062	NGC 1923
F01231	NGC 1925
D01065	NGC 1978
F01263	NGC 2003
D01067	NGC 1818
F01189	NGC 1810
F01190	NGC 1822
F01191	NGC 1826
D01068	NGC 1902
F01237	NGC 1911
F01238	NGC 1915
F01240	NGC 1919
F01239	NGC 1920
D01069	NGC 1948
F01234	NGC 1941
F01235	NGC 1945
F01236	NGC 1946
F01233	NGC 1951
D01072	NGC 1820
F01192	NGC 1814
F01193	NGC 1816
D01074	NGC 1940
D01075	NGC 2002
F01268	NGC 2006
D01078	NGC 1968
F01254	NGC 1955
F01255	NGC 1974
D01080	NGC 1871
F01211	NGC 1864
F01212	NGC 1869
F01210	NGC 1873
F01213	NGC 1895
F01214	NGC 1897
F01215	NGC 1905
D01081	NGC 1846
F01195	NGC 1842
F01194	NGC 1844
D01083	NGC 1934
F01246	NGC 1899
F01242	NGC 1929
F01243	NGC 1935
F01241	NGC 1936
F01244	NGC 1937
F01245	IC 2128
D01085	NGC 1839
F01200	NGC 1836
F01201	NGC 1838
D01088	NGC 1858
F01315	NGC 1847
F01202	NGC 1850
F01203	NGC 1855
F01204	NGC 1856
F01205	NGC 1860
F01206	NGC 1863
F01208	NGC 1865
D01091	NGC 1885
F01207	NGC 1870
F01221	NGC 1917
D01096	NGC 1970
F01248	NGC 1953
F01250	NGC 1965
F01251	NGC 1966
F01249	NGC 1962
F01253	NGC 2001
D01103	NGC 1872
F01216	NGC 1874
F01217	NGC 1876
F01218	NGC 1877
F01220	NGC 1881
F01219	NGC 1880
D01107	NGC 1804
F01188	NGC 1825
D01108	NGC 1835
F01199	NGC 1809
F01197	NGC 1828
F01198	NGC 1830
F01196	NGC 1834
D01111	NGC 1916
F01228	NGC 1894
F01222	NGC 1898
F01223	NGC 1903
F01226	NGC 1913
F01224	NGC 1910
F01229	NGC 1918
F01225	NGC 1922
F01227	NGC 1926
F01230	NGC 1928
D01118	NGC 1845
F01408	NGC 1815
F01407	NGC 1813
F01409	NGC 1823
F01410	NGC 1833
D01119	NGC 1848
D01120	NGC 1944
D01121	NGC 2203
F01385	IC 2164
D01122	NGC 2173
D01123	NGC 2025
D01124	NGC 2103
D01125	NGC 2134
F01386	NGC 2133
F01387	NGC 2145
D01126	NGC 2018
F01402	NGC 2010
D01129	NGC 2051
F01399	NGC 2031
D01130	NGC 2075
F01388	NGC 2038
F01389	NGC 2056
D01132	NGC 2107
D01133	NGC 2122
D01134	NGC 2065
F01391	NGC 2036
F01394	NGC 2046
F01393	NGC 2047
F01392	NGC 2043
F01395	NGC 2057
F01390	NGC 2058
F01396	NGC 2059
F01397	NGC 2066
F01398	NGC 2072
D01136	NGC 2019
F01400	NGC 2016
F01401	NGC 2028
D01140	NGC 2048
F01281	NGC 2033
F01280	NGC 2037
F01279	NGC 2050
F01278	NGC 2055
D01145	NGC 2080
F01294	NGC 2074
F01295	NGC 2081
F01288	NGC 2077
F01290	NGC 2079
F01289	NGC 2078
F01291	NGC 2083
F01297	NGC 2085
F01296	NGC 2084
F01292	NGC 2086
F01298	NGC 2091
F01293	NGC 2102
D01150	NGC 2136
F01304	NGC 2125
F01303	NGC 2127
F01305	NGC 2137
F01306	NGC 2150
D01151	NGC 2157
F01313	NGC 2151
D01156	NGC 2070
F01282	NGC 2042
F01283	NGC 2044
F01322	NGC 2060
F01286	NGC 2092
F01284	NGC 2093
F01285	NGC 2100
F01287	NGC 2094
D01162	NGC 2156
F01311	NGC 2140
F01310	NGC 2147
F01307	NGC 2159
F01312	NGC 2160
F01308	NGC 2164
F01309	NGC 2172
D01169	NGC 2117
D01170	NGC 2154
D01171	NGC 2041
F01275	NGC 2027
F01276	NGC 2034
F01277	NGC 2062
D01173	NGC 2210
D01174	NGC 2214
D01175	NGC 2188
D01177	NGC 2249
F01314	NGC 2241
D01178	NGC 2310
D01179	Cr 121
D01181	NGC 2442
F00946	NGC 2442
D01182	Cr 147
D01183	Cr 135
D01184	Cr 140
D01185	Cr 145
D01186	Cr 146
D01187	NGC 2427
D01188	NGC 2516
D01189	NGC 2451
D01190	Cr 168
D01192	NGC 2483
D01193	NGC 2533
D01194	NGC 2546
D01195	Cr 173
D01196	NGC 2547
D01197	NGC 2579
F01477	Cr 185
D01199	NGC 2588
D01200	NGC 2580
D01201	NGC 2587
D01202	Cr 187
D01203	NGC 2559
D01204	NGC 2635
D01205	NGC 2659
D01206	NGC 2645
D01207	NGC 2660
D01208	IC 2395
D01209	NGC 2670
D01210	IC 2391
D01211	NGC 2669
D01213	IC 2448
D01214	NGC 2808
D01215	Cr 205
D01216	NGC 2792
D01217	NGC 3195
D01218	NGC 3059
D01219	IC 2501
D01220	NGC 2867
D01221	IC 2488
D01222	NGC 2899
D01223	NGC 2925
D01224	NGC 2910
D01225	NGC 2866
D01226	NGC 2818A
D01227	NGC 2972
D01229	NGC 3033
D01230	NGC 3136
D01231	IC 2553
D01232	Cr 216
D01233	Cr 217
D01234	NGC 3114
D01235	NGC 3105
D01236	Cr 213
D01237	NGC 3087
F00560	IC 2532
D01238	NGC 3038
F00559	IC 2512
F00558	IC 2513
D01239	NGC 3095
F00112	NGC 3100
D01240	NGC 3132
D01241	NGC 3211
D01242	Cr 227
D01243	Cr 219
D01244	NGC 3255
D01245	Cr 223
D01246	IC 2581
D01247	NGC 3247
F00588	Cr 220
D01248	NGC 3324
D01249	NGC 3293
D01250	NGC 3228
D01251	NGC 3261
D01253	NGC 3256
F00943	NGC 3262
F00944	NGC 3263
D01254	NGC 3250
F00561	NGC 3244
D01256	NGC 3258
F00125	NGC 3257
F00126	NGC 3260
F00127	NGC 3273
D01258	NGC 3268
F00563	NGC 3267
F00564	NGC 3269
F00562	NGC 3271
D01259	NGC 3223
D01261	NGC 3318
D01262	NGC 3330
D01263	NGC 3372
F01653	Cr 228
D01264	IC 2602
D01266	IC 2621
D01267	NGC 3519
D01268	Cr 236
D01269	NGC 3496
D01270	Cr 235
D01271	NGC 3532
D01273	NGC 3347
F00565	NGC 3354
F00566	NGC 3358
D01274	NGC 3557
F00144	NGC 3564
F00145	NGC 3568
D01275	Cr 243
D01276	NGC 3572
D01277	Cr 241
F00587	NGC 3590
D01279	NGC 3603
D01280	Cr 245
D01281	Cr 246
D01282	IC 2944
D01283	NGC 3766
D01284	NGC 3699
D01285	NGC 3680
D01286	NGC 3706
D01288	NGC 4372
D01289	NGC 4052
D01290	NGC 4103
D01291	NGC 3918
D01292	NGC 3960
D01293	NGC 4106
F00198	IC 2996
F00197	NGC 4105
F00199	IC 3005
D01294	NGC 4230
D01296	NGC 4463
D01297	NGC 4439
D01298	NGC 4337
D01299	NGC 4219
D01300	NGC 4373
F00508	IC 3290
D01302	NGC 4603
F00597	NGC 4601
D01303	NGC 4622
F00262	NGC 4616
D01304	NGC 4650
F00598	NGC 4661
D01305	NGC 4645
D01307	NGC 4609
D01308	NGC 4833
D01309	IC 4191
D01310	NGC 4815
D01311	NGC 4755
D01312	NGC 4852
D01313	IC 3896
D01314	NGC 4835
D01316	NGC 4709
F00599	NGC 4696
F00600	NGC 4706
D01318	NGC 4679
D01319	NGC 4767
D01320	NGC 4947
D01321	NGC 4930
D01322	NGC 5011
F01072	NGC 5026
D01323	NGC 4945
D01324	NGC 4976
D01325	Cr 268
D01326	NGC 5189
D01327	Cr 271
D01328	NGC 5120
D01329	Cr 274
D01330	IC 4291
D01331	Cr 272
D01332	NGC 5168
D01333	Cr 275
D01334	NGC 5138
D01335	NGC 5156
D01336	NGC 5064
D01337	(greek) ω
D01338	NGC 5090
F00604	NGC 5082
F00603	NGC 5091
D01339	NGC 5128
D01340	NGC 5121
D01341	NGC 5102
D01342	IC 4214
D01343	NGC 5161
D01345	NGC 5193
D01346	NGC 5188
D01347	NGC 5206
D01348	NGC 5266
D01349	NGC 5286
D01350	NGC 5281
F01073	NGC 5269
D01351	NGC 5288
D01352	Cr 277
D01353	NGC 5315
D01354	IC 4499
D01355	NGC 5316
D01356	NGC 5307
D01357	NGC 5365
D01359	NGC 5419
F01074	IC 4366
D01360	NGC 5483
D01361	NGC 5460
D01362	Cr 283
D01363	NGC 5617
D01364	NGC 5606
D01365	NGC 5662
D01366	IC 4406
D01368	NGC 5530
D01369	NGC 5556
D01370	IC 4444
F01383	IC 4441
D01371	NGC 5715
D01372	NGC 5823
D01373	NGC 5749
D01374	NGC 5822
D01375	NGC 5786
D01376	NGC 5824
D01377	NGC 5873
D01378	NGC 5833
D01379	NGC 5938
D01380	NGC 5925
D01381	NGC 5927
D01382	NGC 5946
D01383	NGC 5882
D01384	Cr 292
D01385	NGC 5979
D01386	NGC 6025
D01387	NGC 5999
D01388	NGC 6005
D01389	Cr 295
D01390	NGC 6072
D01391	NGC 6031
D01392	NGC 6067
D01393	NGC 6087
D01394	NGC 6101
D01395	NGC 6438
D01396	Cr 299
D01397	NGC 6152
D01398	NGC 6115
D01399	NGC 6134
D01400	NGC 6124
D01401	NGC 6139
D01402	Barnard 231
D01403	NGC 6153
D01404	NGC 6192
D01405	NGC 6169
D01406	NGC 6178
D01407	NGC 6200
D01408	NGC 6164
D01409	NGC 6167
D01410	Cr 307
D01411	NGC 6215
F01055	NGC 6221
D01412	NGC 6208
D01413	NGC 6253
D01414	NGC 6204
D01415	NGC 6250
D01416	NGC 6249
D01417	NGC 6259
D01419	NGC 6216
D01420	NGC 6231
D01421	Cr 316
F01492	Cr 318
D01423	IC 4628
F00878	Cr 318
D01424	Barnard 48
D01425	NGC 6268
D01427	Barnard 50
D01428	Barnard 233
D01429	Barnard 46
D01430	Barnard 57
D01431	Barnard 244
D01432	Barnard 55
F00879	Barnard 56
D01434	Barnard 53
D01435	NGC 6362
D01436	NGC 6326
D01437	IC 4651
D01438	NGC 6352
D01439	Barnard 263
D01440	NGC 6322
D01441	NGC 6318
D01442	NGC 6337
D01443	Cr 332
D01445	Barnard 67
F00815	Barnard 65
F00814	Barnard 65
D01447	Cr 331
D01448	Cr 337
D01449	Cr 336
D01450	Cr 333
D01451	NGC 6388
D01452	NGC 6397
D01453	IC 4662
D01454	NGC 6496
D01455	IC 1266
D01456	Cr 355
D01457	Cr 468
F01480	Barnard 299
D01458	NGC 6541
D01459	IC 4721
F00825	IC 4720
D01460	NGC 6584
D01461	IC 4765
F00522	IC 4759
F00523	IC 4764
F00524	IC 4766
F00525	IC 4767
F00526	IC 4769
F00527	IC 4770
F00528	IC 4771
D01462	NGC 6684
D01463	NGC 6744
F00827	IC 4823
D01464	IC 4820
D01465	NGC 6699
D01466	IC 4797
F00898	IC 4796
D01467	IC 4776
D01468	NGC 6758
F00899	IC 4829
F00900	IC 4840
D01469	NGC 6753
F00826	IC 4826
D01470	NGC 6752
D01471	NGC 6769
F00417	NGC 6770
F00418	NGC 6771
F00420	IC 4842
F00419	IC 4845
D01474	NGC 6776
D01475	NGC 6782
D01476	IC 1297
D01477	IC 4889
F00901	IC 4888
D01478	NGC 6810
D01479	Cr 411
D01480	NGC 6872
F00423	IC 4960
F00424	IC 4967
F00425	IC 4970
F01425	IC 4971
F00428	IC 4972
F00426	NGC 6876
F00427	NGC 6877
F00429	NGC 6880
F00430	IC 4981
F00431	IC 4982
F00432	IC 4985
D01482	NGC 6875
D01483	NGC 6851
D01484	NGC 6861
F00902	IC 4943
D01485	NGC 6868
F00903	NGC 6870
D01487	NGC 6887
F01504	IC 4984
F01505	IC 4995
D01488	NGC 6943
D01489	NGC 6893
D01490	NGC 6909
D01491	IC 4946
D01492	NGC 6902
D01493	IC 5052
D01494	NGC 7020
D01495	NGC 6958
D01496	NGC 7029
F00778	NGC 7022
D01497	NGC 7098
D01498	NGC 7083
D01499	NGC 7096
D01500	NGC 7049
D01501	NGC 7041
D01502	IC 5105
D01503	NGC 7097
D01504	NGC 7079
D01505	NGC 7090
D01506	NGC 7192
F01350	NGC 7179
F01658	NGC 7191
F01351	IC 5165
D01507	NGC 7168
D01508	IC 5152
D01509	NGC 7155
D01510	NGC 7144
D01511	NGC 7145
D01512	NGC 7166
F00767	NGC 7162
D01513	IC 5148
D01514	NGC 7173
F00445	NGC 7172
F00446	NGC 7174
F00447	NGC 7176
D01515	NGC 7232
F00448	NGC 7233
D01516	NGC 7196
D01517	NGC 7205
D01518	NGC 7329
F00915	IC 5235
F00916	IC 5236
D01519	IC 5201
D01520	IC 5179
D01521	IC 5186
D01522	NGC 7252
D01523	IC 5240
D01524	IC 5250
F01533	IC 5245
F01530	NGC 7358
F01531	IC 5246
F01532	IC 5247
F01534	IC 5249
D01525	IC 5267
D01526	NGC 7412
D01527	NGC 7424
D01528	NGC 7410
D01529	IC 1459
F00768	IC 5264
D01530	NGC 7418
D01531	NGC 7421
D01532	NGC 7531
D01533	NGC 7690
D01534	NGC 7552
D01535	NGC 7582
F00770	NGC 7590
F00769	NGC 7599
D01537	IC 5325
D01539	NGC 7713
D01540	NGC 7744
D01541	IC 5328
D01543	NGC 3201
D01544	NGC 6193
D01545	LDN 313
D01546	Barnard 33
F01710	IC 434
F01709	NGC 2023
F00073	IC 435
D01548	Cr 15
D01549	Cr 29
D01550	Cr 36
D01551	Cr 105
D01553	Cr 203
D01554	Tr 14
F01659	Tr 15
F01654	Cr 232
F00590	Tr 16
D01557	Cr 262
D01558	NGC 6360
D01559	Cr 343
D01560	Cr 357
D01562	Cr 378
D01564	Cr 387
D01565	Cr 388
D01566	NGC 7538
D01567	Sh2 1
D01568	Sh2 3
D01569	Sh2 4
D01570	Sh2 5
D01571	Sh2 7
D01572	NGC 6334
F01493	Barnard 257
D01573	Sh2 9
D01574	Sh2 10
D01575	NGC 6357
D01576	Sh2 13
D01577	Sh2 14
D01578	Sh2 15
D01579	Cr 347
D01580	Sh2 17
F00883	Sh2 20
D01583	Sh2 19
F00884	Sh2 18
D01584	Sh2 21
D01585	Sh2 22
D01586	Sh2 23
D01587	Sh2 24
D01588	Sh2 26
D01589	Sh2 27
D01590	NGC 6526
D01591	NGC 6559
F00890	Barnard 302
F00891	Barnard 303
D01592	IC 1275
F00518	Cr 367
F00519	Barnard 91
F00888	Sh2 32
F01482	Sh2 31
F00889	IC 1274
D01595	Sh2 33
D01596	Sh2 34
D01597	Sh2 35
F01488	NGC 6578
D01598	Sh2 36
D01599	IC 1284
F00409	NGC 6589
F00411	NGC 6595
F00410	NGC 6590
F01490	IC 1283
D01600	Sh2 38
D01602	Sh2 40
D01603	Sh2 41
F01486	Barnard 92
F01485	Cr 469
F01487	Barnard 93
D01605	IC 4701
F00893	Sh2 42
F00894	Sh2 44
F01489	NGC 6596
D01606	Sh2 43
D01607	Sh2 46
D01608	Sh2 47
D01609	Sh2 48
D01610	Sh2 50
D01611	Sh2 51
D01612	Sh2 52
D01613	Sh2 53
D01614	Sh2 55
D01615	Sh2 56
D01617	Sh2 58
F00881	Sh2 57
D01618	Sh2 59
D01619	Sh2 60
D01620	Sh2 61
D01621	Sh2 62
D01622	Sh2 63
D01623	Sh2 64
D01624	Sh2 65
D01625	Sh2 66
D01626	Sh2 67
D01627	Sh2 69
D01628	Sh2 70
D01629	Sh2 71
D01630	Sh2 72
D01631	Sh2 73
D01632	Sh2 74
D01633	Sh2 75
D01634	Sh2 76
D01635	Sh2 77
D01636	Sh2 78
D01637	Sh2 79
D01638	Sh2 80
D01639	Sh2 81
D01640	Sh2 82
D01641	Sh2 83
D01642	Sh2 84
D01643	Sh2 85
D01644	Sh2 87
D01645	Sh2 88
D01646	Sh2 89
D01647	Sh2 90
D01648	Sh2 91
D01649	Sh2 92
D01650	Sh2 93
D01651	Sh2 94
D01652	NGC 6842
D01653	Sh2 96
D01654	NGC 6847
D01655	Sh2 98
D01657	NGC 6857
F00734	Sh2 99
D01658	Sh2 101
F01712	Cyg X-1
D01659	Sh2 102
D01660	Sh2 106
D01661	Sh2 107
D01663	Sh2 109
D01664	Sh2 110
D01665	Sh2 111
D01666	Sh2 112
D01667	Sh2 113
D01668	Sh2 114
D01669	Sh2 115
D01670	Sh2 116
D01671	Sh2 118
D01672	Sh2 119
D01673	Sh2 120
D01674	Sh2 121
D01675	Sh2 122
D01676	Sh2 123
D01677	Sh2 124
D01678	Sh2 126
D01679	Sh2 127
D01680	Sh2 128
D01681	Sh2 129
D01682	Sh2 130
D01683	Sh2 132
D01684	Sh2 133
D01685	Sh2 134
D01686	Sh2 135
D01687	Sh2 136
D01688	Sh2 137
D01690	Sh2 139
F00606	Sh2 138
D01691	Sh2 140
D01692	Sh2 141
D01693	Sh2 143
D01694	Sh2 144
D01695	Sh2 145
D01696	Sh2 146
D01699	Sh2 149
F00607	Sh2 147
F00608	Sh2 148
D01700	Sh2 150
D01701	Sh2 151
D01702	Sh2 152
F01070	Sh2 153
D01704	Sh2 154
D01705	Sh2 157
D01706	Sh2 159
D01707	Sh2 160
D01708	Sh2 161
D01709	Sh2 163
D01710	Sh2 164
D01711	Sh2 165
D01712	Sh2 166
D01713	Sh2 167
D01714	Sh2 168
F00594	Sh2 169
D01716	Sh2 170
D01717	NGC 7822
D01718	Sh2 172
D01719	Sh2 173
D01720	Sh2 174
D01721	Sh2 175
D01722	Sh2 176
D01723	Sh2 177
D01724	Sh2 178
D01725	Sh2 179
D01726	Sh2 180
D01727	Sh2 181
D01728	Sh2 182
D01729	Sh2 183
D01730	IC 63
D01731	Sh2 186
D01732	Sh2 187
D01733	Sh2 188
D01734	Sh2 189
D01735	Sh2 191
D01736	Sh2 192
F00596	Sh2 194
F00595	Sh2 193
D01740	Sh2 195
F01665	Sh2 197
D01741	Sh2 196
D01743	Sh2 198
D01744	Sh2 200
D01745	IC 1871
D01746	Sh2 202
D01747	Sh2 203
D01748	Sh2 204
D01749	Sh2 205
D01750	Sh2 207
F00586	Sh2 208
D01752	Sh2 209
D01753	Sh2 210
D01754	Sh2 211
F00855	Barnard 20
D01755	Sh2 213
D01756	Sh2 214
D01757	Sh2 215
D01758	Sh2 216
D01759	Sh2 217
D01760	Sh2 218
D01761	Sh2 219
D01762	Sh2 221
D01763	Sh2 223
D01764	Sh2 224
D01765	Sh2 225
D01766	Sh2 226
D01767	Sh2 227
D01768	Sh2 228
D01769	Sh2 230
D01771	Sh2 232
D01773	Sh2 235
F00573	Sh2 231
F00572	Sh2 233
D01774	Sh2 239
D01775	Sh2 240
D01776	Sh2 241
D01777	Sh2 242
D01778	Sh2 243
D01779	Sh2 245
D01780	Sh2 246
D01781	Sh2 247
D01782	Sh2 250
F00896	NGC 1633
F00897	NGC 1634
D01783	Sh2 251
D01784	Sh2 253
D01786	IC 2162
F00820	Sh2 254
F00823	Sh2 256
F00821	Sh2 257
F00822	Sh2 258
D01790	Sh2 259
D01791	Sh2 260
D01792	Sh2 261
D01793	Sh2 262
D01794	Sh2 263
F00818	Barnard 223
D01795	Cr 69
D01796	Sh2 265
D01797	Sh2 266
D01798	Sh2 267
D01799	Sh2 268
D01800	Sh2 269
D01801	Sh2 270
D01803	Sh2 272
F00819	Sh2 271
D01804	Sh2 274
D01805	Sh2 276
D01806	Sh2 278
D01807	Sh2 280
D01808	Sh2 282
D01809	Sh2 283
D01810	Sh2 284
D01811	Sh2 285
D01812	Sh2 286
D01813	Sh2 287
D01814	IC 466
D01815	Sh2 289
D01816	Sh2 290
F00635	IC 523
D01817	Sh2 291
D01818	Sh2 293
F00623	Sh2 295
D01820	Sh2 294
D01821	Sh2 296
D01822	Sh2 297
D01824	Sh2 300
F00872	Sh2 300
D01825	Sh2 301
D01826	Sh2 302
F01476	NGC 2409
D01827	Sh2 303
D01828	Sh2 304
D01829	Sh2 305
D01831	Sh2 309
F00873	Sh2 306
D01832	Sh2 307
D01833	Sh2 310
D01834	Sh2 312
D01835	Sh2 313
D01836	Sh2 68
D01837	IC 1295
D01838	NGC 7320
F00829	NGC 7317
F00831	NGC 7318A
F00830	NGC 7318B
F00832	NGC 7319
F00833	NGC 7320C
D01839	NGC 6979
D01840	NGC 7753
F01433	NGC 7752
D01841	NGC 7332
F00452	NGC 7339
D01842	Cr 39
D01843	Cr 155
D01844	Cr 156
F01416	Cr 467
D01845	Mel 111
F01132	IC 3203
F01133	IC 3215
D01846	Cr 359
D01847	NGC 16
F01426	NGC 1
F01427	NGC 2
F01428	NGC 22
D01848	NGC 23
F01429	NGC 26
D01849	NGC 57
D01850	NGC 63
D01851	NGC 132
D01852	NGC 148
D01853	NGC 152
F00911	NGC 176
D01854	NGC 163
F00613	NGC 165
D01855	NGC 175
D01856	NGC 180
D01858	NGC 191
F01075	NGC 195
D01859	NGC 192
F01076	NGC 196
F01077	NGC 197
F01078	NGC 201
D01860	NGC 210
D01861	NGC 214
D01862	NGC 217
D01863	NGC 222
F01515	NGC 220
F00001	NGC 231
D01864	NGC 252
F01039	IC 1584
F01040	NGC 258
F01041	NGC 260
D01865	NGC 255
D01867	NGC 266
D01868	NGC 275
F00006	NGC 273
F00005	NGC 274
D01870	NGC 304
D01871	NGC 307
D01872	NGC 315
F00008	NGC 311
F01441	NGC 318
D01873	NGC 339
D01874	NGC 352
D01875	NGC 357
F01079	NGC 355
D01876	NGC 366
D01877	NGC 383
F01442	IC 1618
F01443	NGC 373
F01444	NGC 375
F01445	NGC 379
F01446	NGC 380
F01447	NGC 382
F01448	NGC 384
F01449	NGC 385
F01450	NGC 386
F01451	NGC 388
F01453	NGC 398
F01454	NGC 399
D01878	NGC 392
F01455	IC 1619
F01456	NGC 394
F01457	NGC 397
D01879	NGC 411
F01527	NGC 422
F01528	IC 1641
D01880	NGC 430
F01081	IC 1643
F01082	NGC 426
F01083	NGC 429
D01881	NGC 434
F01716	NGC 434A
F01529	NGC 440
D01882	NGC 439
F01497	NGC 441
D01883	NGC 473
F01458	NGC 463
D01884	NGC 491
D01885	NGC 493
D01887	NGC 536
F00011	NGC 529
F01042	NGC 531
F01043	NGC 542
D01888	NGC 541
F01085	NGC 519
F01086	NGC 530
F01087	IC 1696
F01088	NGC 538
F01090	NGC 535
F01091	NGC 543
F00012	NGC 545
F00013	NGC 547
F01092	NGC 548
F01089	NGC 557
D01889	NGC 550
D01890	NGC 521
F01084	IC 1694
F00014	NGC 533
D01891	NGC 568
F01498	NGC 574
D01892	NGC 636
D01893	NGC 669
D01894	NGC 670
D01895	NGC 673
F01056	NGC 683
D01896	NGC 697
F01062	NGC 695
D01897	NGC 676
D01898	NGC 681
D01899	NGC 691
F01061	NGC 678
F01060	NGC 680
F01059	IC 1730
F01058	NGC 694
F01057	IC 187
D01900	NGC 706
F00015	NGC 693
D01901	NGC 701
D01902	NGC 731
F01093	NGC 713
D01903	NGC 755
D01904	NGC 748
D01905	NGC 750
F01507	NGC 736
F01508	NGC 738
F01509	NGC 739
F01510	NGC 740
F00016	NGC 751
F01511	NGC 760
F01512	NGC 761
