D00285	NGC 2403
D00286	NGC 559
D00287	Sh2 155
D00288	NGC 7635
D00289	NGC 147
D00290	NGC 185
D00291	NGC 1275
F00837	NGC 1264
F00838	IC 312
F00840	NGC 1267
F00839	NGC 1268
F00841	NGC 1270
F00842	NGC 1271
F00843	NGC 1272
F00844	NGC 1273
F00845	NGC 1274
F00846	NGC 1277
F00847	NGC 1278
F00848	NGC 1279
F00849	NGC 1281
F00850	NGC 1282
F00851	NGC 1283
F00852	NGC 1293
F00853	NGC 1294
D00292	NGC 5005
D00293	NGC 6960
D00294	NGC 4889
F00672	IC 3943
F00678	IC 3946
F00679	IC 3947
F00677	IC 3949
F00673	NGC 4858
F00674	NGC 4860
F00696	IC 3955
F00680	IC 3957
F00676	IC 3960
F00683	IC 3960
F00681	IC 3959
F00695	NGC 4864
F00682	IC 3963
F00694	NGC 4867
F00675	NGC 4865
F00686	NGC 4869
F00693	IC 3968
F00684	IC 3976
F00690	NGC 4871
F00685	IC 3973
F00692	NGC 4873
F00689	NGC 4872
F00687	NGC 4875
F00671	NGC 4874
F00688	NGC 4876
F00691	IC 3998
F00702	NGC 4883
F00697	NGC 4881
F00710	NGC 4886
F00709	IC 4011
F00701	IC 4012
F00703	IC 4021
F00711	NGC 4894
F00698	NGC 4895
F00704	IC 4026
F00715	IC 4030
F00712	IC 4033
F00705	IC 4040
F00716	NGC 4906
F00708	IC 4011
F00713	IC 4041
F00714	IC 4042
F00700	IC 4045
F00699	NGC 4907
F00706	NGC 4908
F00707	IC 4051
D00295	NGC 6885
D00296	NGC 3626
F01354	NGC 3639
D00297	Cr 50
D00298	NGC 7814
F00828	IC 5381
D00299	NGC 7479
D00300	NGC 5248
D00301	NGC 2261
D00303	NGC 6934
D00304	NGC 2775
F00624	NGC 2773
F00625	NGC 2777
D00305	NGC 2244
D00306	IC 1613
D00307	NGC 4697
D00308	NGC 2506
D00309	NGC 246
D00310	NGC 2360
D00311	NGC 4038
D00312	NGC 4039
D00313	NGC 247
F01705	PGC 2791
F01704	PGC 2794
F01703	PGC 2796
D00314	NGC 5694
D00315	NGC 1097
D00316	NGC 6729
F00726	IC 4812
F00727	NGC 6726
D00317	NGC 6302
D00318	NGC 2477
D00319	NGC 55
D00320	NGC 136
D00321	NGC 157
D00322	NGC 278
D00323	NGC 404
D00324	NGC 488
F00863	NGC 490
F00864	NGC 486
F00865	NGC 492
F00866	NGC 500
D00325	NGC 524
F00867	NGC 509
F00868	NGC 516
F00869	NGC 518
F00870	NGC 525
F00871	NGC 532
D00326	NGC 584
F00616	NGC 586
D00327	NGC 596
F00617	NGC 600
D00328	NGC 613
D00329	NGC 615
D00330	NGC 637
D00331	NGC 720
D00332	NGC 779
D00333	NGC 908
D00334	NGC 936
F00022	NGC 941
D00335	NGC 1022
F00609	IC 242
D00336	NGC 1023
D00338	NGC 1084
D00339	NGC 1245
D00340	NGC 1342
D00341	NGC 1407
F00040	NGC 1402
F00748	NGC 1400
F00041	IC 343
F01338	IC 345
D00342	NGC 1444
D00343	NGC 1513
D00344	NGC 1664
D00345	NGC 1788
D00346	NGC 1817
D00347	NGC 1857
D00348	NGC 1907
D00349	NGC 1961
D00351	NGC 1980
D00352	NGC 1999
D00353	NGC 2022
D00354	NGC 2126
D00355	NGC 2129
D00356	NGC 2185
F00812	NGC 2183
D00357	NGC 2186
D00358	NGC 2204
D00359	NGC 2215
D00360	NGC 2232
D00361	NGC 2251
D00363	NGC 2301
D00364	NGC 2311
D00365	NGC 2324
D00366	NGC 2335
D00367	NGC 2343
F00813	Cr 465
F01415	Cr 466
D00368	NGC 2353
D00369	NGC 2304
D00370	NGC 2355
D00371	NGC 2371
D00372	NGC 2395
D00373	NGC 2421
D00374	NGC 2423
D00376	NGC 2479
D00377	NGC 2482
D00378	NGC 2489
D00379	NGC 2509
D00380	NGC 2527
D00381	NGC 2539
D00382	NGC 2567
D00383	NGC 2571
D00384	NGC 2613
D00385	NGC 2627
D00386	NGC 2655
D00387	NGC 2681
D00390	NGC 2782
D00391	NGC 2787
D00392	NGC 2811
D00393	NGC 2859
D00394	NGC 2950
D00395	NGC 2964
F00785	NGC 2968
F00786	NGC 2970
D00396	NGC 2974
D00397	NGC 2976
D00398	NGC 2985
D00399	NGC 3077
D00400	NGC 3079
F00920	NGC 3073
F01662	Q0957+561
D00401	NGC 3147
D00403	NGC 3169
F00115	NGC 3165
F00114	NGC 3166
D00404	NGC 3184
D00405	NGC 3189
F00120	NGC 3185
F00121	NGC 3187
F00119	NGC 3193
D00407	NGC 3226
F00788	NGC 3222
F00787	NGC 3227
D00409	NGC 3245
F00804	NGC 3245B
D00410	NGC 3277
F01381	NGC 3272
D00411	NGC 3294
F01382	NGC 3304
D00412	NGC 3310
D00413	NGC 3344
D00414	NGC 3395
F00807	IC 2604
F00136	NGC 3396
F00806	IC 2608
D00415	NGC 3414
F00808	NGC 3418
D00416	NGC 3432
D00417	NGC 3521
D00418	NGC 3593
D00419	NGC 3607
F00147	NGC 3599
F00146	NGC 3605
F00793	NGC 3608
D00421	NGC 3610
D00423	NGC 3619
F00921	NGC 3613
F00922	NGC 3625
D00424	NGC 3621
D00425	NGC 3631
D00426	NGC 3640
F00148	NGC 3641
D00427	NGC 3655
D00428	NGC 3665
F00923	NGC 3658
D00429	NGC 3675
D00431	NGC 3726
D00433	NGC 3810
D00434	NGC 3813
D00435	NGC 3877
D00436	NGC 3893
F00925	NGC 3896
D00437	NGC 3898
F00175	NGC 3888
D00438	NGC 3900
D00439	NGC 3912
D00440	NGC 3938
D00441	NGC 3941
D00442	NGC 3945
F01542	NGC 3975
F01543	NGC 3978
D00443	NGC 3949
F01544	NGC 3950
D00444	NGC 3953
D00445	NGC 3962
D00448	NGC 4026
D00449	NGC 4027
D00450	NGC 4030
D00452	NGC 4041
F00929	NGC 4036
D00453	NGC 4051
D00455	NGC 4088
F00930	NGC 4085
D00456	NGC 4102
F01550	NGC 4068
D00457	NGC 4111
F00732	NGC 4109
F00730	NGC 4117
F00731	NGC 4118
D00458	NGC 4143
D00459	NGC 4150
D00460	NGC 4151
F00728	NGC 4156
D00461	NGC 4179
D00462	NGC 4203
D00463	NGC 4228
D00464	NGC 4216
F01562	IC 771
F00203	NGC 4206
F00204	NGC 4222
D00465	NGC 4245
F00645	NGC 4253
D00466	NGC 4251
F00646	IC 777
D00467	NGC 4261
F00951	NGC 4249
F00952	NGC 4252
F00210	NGC 4257
F01563	NGC 4264
F01564	NGC 4287
D00468	NGC 4273
F01565	NGC 4252
F00959	NGC 4259
F00958	IC 3153
F00956	NGC 4266
F00960	NGC 4268
F00957	NGC 4270
F00961	NGC 4277
F00955	NGC 4281
F01566	NGC 4282
D00469	NGC 4274
F00648	IC 779
D00470	NGC 4278
F00212	NGC 4283
F00213	NGC 4286
D00472	NGC 4293
D00473	NGC 4346
D00474	NGC 4350
F00222	NGC 4340
D00475	NGC 4365
F00966	NGC 4334
F00968	NGC 4342
F00967	IC 3259
F00969	NGC 4341
F00970	IC 3267
F00971	NGC 4366
F00972	NGC 4370
F00973	IC 3322A
F00974	IC 3322
D00476	NGC 4371
F00975	IC 3305
F00976	IC 3331
D00478	NGC 4419
F00658	IC 3327
D00479	NGC 4429
F00979	IC 3347
F00980	IC 3371
D00481	NGC 4442
F01573	IC 3374
F01574	IC 3412
D00482	NGC 4448
F01137	IC 3402
D00483	NGC 4450
F00659	IC 3378
F00660	IC 3379
D00484	NGC 4459
F00661	NGC 4446
F00662	NGC 4447
F00245	NGC 4468
F00244	NGC 4474
F00663	IC 3432
D00486	NGC 4494
D00487	NGC 4526
F00984	NGC 4518
D00488	NGC 4527
F00985	IC 3474
D00489	NGC 4535
D00490	NGC 4536
F00986	NGC 4533
D00491	NGC 4546
D00492	NGC 4550
F01596	IC 3509
F00257	NGC 4551
D00493	NGC 4570
D00494	NGC 4596
F00991	IC 3633
F00990	NGC 4608
D00495	NGC 4618
F00264	NGC 4625
D00496	NGC 4636
D00497	NGC 4643
D00498	NGC 4654
F00267	NGC 4639
F01599	IC 3742
D00499	NGC 4660
F01007	IC 3694
F01006	IC 3698
F01601	IC 3702
F01600	IC 3727
D00501	NGC 4666
F01602	NGC 4653
F01603	NGC 4668
D00502	NGC 4689
D00503	NGC 4698
D00504	NGC 4699
D00505	NGC 4725
F00670	NGC 4712
F01147	NGC 4747
D00506	NGC 4753
D00507	NGC 4781
F00275	NGC 4784
D00508	NGC 4800
D00509	NGC 4845
D00510	NGC 4856
F01012	NGC 4877
D00511	NGC 4866
F01718	UGC 8091
D00512	NGC 4900
D00513	NGC 4958
F01013	NGC 4948
D00514	NGC 4995
D00515	NGC 5033
D00516	NGC 5054
D00518	NGC 5273
F00733	NGC 5276
D00519	NGC 5322
D00521	NGC 5364
F01034	NGC 5360
F00338	NGC 5363
F01610	NGC 5373
D00522	NGC 5473
D00523	NGC 5474
D00524	NGC 5566
F00358	NGC 5560
F00359	NGC 5569
D00525	NGC 5576
F00360	NGC 5574
F00361	NGC 5577
D00526	NGC 5631
D00527	NGC 5634
D00528	NGC 5746
D00529	NGC 5846
F00376	NGC 5839
F00377	NGC 5845
F00378	NGC 5850
D00530	NGC 5907
D00531	NGC 5982
F00737	NGC 5976
F00738	NGC 5981
F00739	NGC 5985
D00532	NGC 6118
D00533	NGC 6144
F00877	Cr 302
D00534	NGC 6217
D00535	NGC 6235
D00536	NGC 6284
D00537	NGC 6287
D00538	NGC 6304
D00539	NGC 6316
D00540	NGC 6342
F01647	Barnard 259
D00541	NGC 6355
D00542	NGC 6369
F00817	Barnard 77
D00543	NGC 6401
F01419	Barnard 81
F01420	Barnard 82
F01421	Barnard 83
D00544	NGC 6426
D00545	NGC 6440
D00546	NGC 6445
D00547	NGC 6451
D00548	NGC 6517
D00549	NGC 6520
F00885	Barnard 86
D00550	NGC 6522
F00886	NGC 6528
F00887	Barnard 298
D00552	NGC 6540
D00553	NGC 6544
D00554	NGC 6553
D00555	NGC 6568
D00556	NGC 6569
F01484	Barnard 305
D00557	NGC 6583
D00558	NGC 6629
D00559	NGC 6638
D00560	NGC 6642
D00561	NGC 6645
D00562	NGC 6755
D00563	NGC 6756
D00564	NGC 6781
D00565	NGC 6802
D00566	NGC 6823
D00567	NGC 6830
D00568	NGC 6834
D00569	NGC 6882
D00570	NGC 6905
D00571	NGC 7008
D00572	NGC 7044
D00573	NGC 7062
D00574	NGC 7086
D00575	NGC 7128
D00576	NGC 7142
D00577	NGC 7129
D00578	NGC 7217
D00579	NGC 7296
D00580	NGC 7448
D00581	NGC 7606
D00582	NGC 7686
D00583	NGC 7723
D00584	NGC 7727
F00570	NGC 7724
D00585	NGC 337
D00586	NGC 2610
D00587	NGC 925
D00588	NGC 1042
F00612	NGC 1048
F00611	NGC 1052
D00589	NGC 959
D00590	NGC 1325
F00745	NGC 1315
F00744	NGC 1319
D00591	NGC 1309
D00592	NGC 1333
F00836	Barnard 205
D00593	IC 351
D00594	IC 348
F01434	IC 353
D00595	NGC 1360
D00596	NGC 1398
D00597	NGC 1365
D00598	NGC 1514
D00599	IC 2003
D00600	NGC 1491
D00601	NGC 1496
D00602	NGC 1600
F01342	IC 373
F00751	NGC 1601
F00752	NGC 1603
F00753	NGC 1604
D00603	NGC 1579
F00854	IC 2067
D00604	NGC 1605
D00605	NGC 1560
D00606	NGC 1624
D00607	NGC 1792
D00608	NGC 1808
D00609	NGC 1744
D00610	NGC 1784
D00611	NGC 1909
D00612	NGC 1893
D00613	NGC 1964
D00614	NGC 1954
F00802	IC 2132
F00801	NGC 1957
D00615	IC 417
D00617	NGC 2139
D00618	NGC 2149
D00620	NGC 2141
D00621	IC 2149
D00622	NGC 2146
F01068	NGC 2146A
D00623	NGC 2192
D00624	IC 443
D00625	NGC 2180
D00626	NGC 2170
D00627	IC 2165
D00628	NGC 2243
D00629	IC 2169
D00630	IC 2166
D00631	NGC 2268
D00632	NGC 2269
D00633	NGC 2282
D00634	NGC 2286
D00635	NGC 2280
D00636	NGC 2298
D00637	IC 2177
D00638	NGC 2346
D00639	NGC 2367
D00640	NGC 2439
D00642	NGC 2414
D00643	NGC 2432
D00644	NGC 2453
F00875	NGC 2452
D00645	NGC 2467
D00646	NGC 2500
D00647	NGC 2537
F00505	IC 2233
D00648	IC 529
D00649	NGC 2805
F00918	NGC 2814
F00919	NGC 2820
D00650	NGC 2742
D00651	NGC 2768
D00652	NGC 2685
D00653	NGC 2776
D00654	NGC 2784
D00655	NGC 2835
D00656	NGC 2815
D00657	NGC 2748
D00658	NGC 2715
D00659	IRAS 09371+1212
F00784	NGC 2958
D00660	NGC 2935
D00661	NGC 2997
D00662	NGC 2992
F00105	NGC 2993
D00663	NGC 3109
D00664	IC 2574
D00665	NGC 3319
D00666	NGC 3254
D00667	NGC 3338
D00669	NGC 3511
F00143	NGC 3513
D00670	NGC 3718
F00924	NGC 3729
D00671	IC 3568
D00674	NGC 3690
F01540	NGC 3690B
D00675	NGC 3928
F00926	NGC 3906
F00927	NGC 3932
D00676	NGC 3769
F01717	NGC 3769A
D00677	NGC 3887
D00678	NGC 3955
D00679	NGC 4062
D00680	NGC 4100
D00681	NGC 4157
F01551	NGC 4187
D00682	NGC 4096
D00683	NGC 4395
D00685	NGC 4302
F00649	NGC 4298
F00650	IC 3238
F00651	IC 3244
D00686	NGC 4454
D00687	NGC 4517
F01720	NGC 4517A
D00688	NGC 4568
F00987	NGC 4564
F00988	NGC 4567
F00989	IC 3578
D00691	NGC 4452
F01575	IC 3381
D00692	NGC 4571
D00693	NGC 4605
D00694	NGC 4750
D00695	NGC 4793
D00696	NGC 4651
D00698	NGC 4772
D00699	NGC 4691
D00700	NGC 4825
F01009	NGC 4820
F01010	NGC 4823
F01011	NGC 4829
D00701	NGC 4818
D00702	NGC 5068
D00703	NGC 5170
D00704	NGC 5353
F00334	NGC 5350
F00335	NGC 5354
F00336	NGC 5355
F00337	NGC 5358
D00705	NGC 5371
D00706	NGC 5395
F01156	NGC 5394
F01157	IC 4356
D00707	NGC 5247
D00708	NGC 5396
D00709	NGC 5377
D00710	NGC 5308
D00711	NGC 5585
D00712	NGC 5600
D00713	NGC 5678
D00714	NGC 5775
F00372	IC 1066
F00371	IC 1067
F00369	NGC 5774
F00370	IC 1070
D00716	NGC 5813
F01036	NGC 5806
F01037	NGC 5811
F01038	NGC 5814
D00717	NGC 5885
D00718	NGC 5964
D00719	NGC 5962
D00720	NGC 6015
D00721	IC 4593
D00722	NGC 6242
D00723	NGC 6281
D00724	NGC 6340
F00742	IC 1251
F00743	IC 1254
D00725	NGC 6643
D00726	NGC 6539
D00727	NGC 6537
D00728	NGC 6565
F01483	Barnard 90
D00729	NGC 6563
D00730	NGC 6558
D00731	NGC 6546
F01481	IC 4681
D00734	NGC 6604
D00736	NGC 6649
D00737	IC 1287
D00738	NGC 6644
D00739	NGC 6652
D00740	NGC 6717
D00741	NGC 6716
D00742	NGC 6704
D00743	NGC 6709
D00744	NGC 6703
F00811	NGC 6702
D00745	NGC 6743
D00746	NGC 6738
D00747	NGC 6760
D00748	NGC 6741
F01052	Barnard 326
D00749	NGC 6751
F01053	Barnard 134
D00750	NGC 6723
D00751	NGC 6791
D00752	NGC 6819
D00753	NGC 6804
D00754	NGC 6884
D00755	NGC 6883
D00756	NGC 6871
D00757	NGC 6886
D00758	NGC 6907
D00759	NGC 6891
D00760	IC 4997
D00761	NGC 6894
D00762	NGC 6951
D00763	NGC 6925
D00764	IC 5076
F00735	NGC 6991
D00765	NGC 7026
D00766	NGC 7027
D00767	NGC 7048
D00768	NGC 7039
D00769	NGC 7063
D00770	NGC 7184
F00568	NGC 7180
F00569	NGC 7185
D00771	NGC 7177
D00772	IC 1442
D00773	NGC 7245
D00774	IC 1434
D00775	IC 5217
D00776	IC 1470
D00777	NGC 7492
D00778	NGC 7619
F00473	IC 5309
F00466	NGC 7608
F00474	NGC 7611
F00467	NGC 7615
F00472	NGC 7617
F00468	NGC 7621
F00469	NGC 7623
F00471	NGC 7626
F00470	NGC 7631
D00779	NGC 7762
D00780	IC 5332
D00781	NGC 7742
D00782	NGC 7741
F01432	NGC 7735
F00835	NGC 7745
D00783	NGC 7817
D00784	NGC 45
D00786	NGC 24
D00787	NGC 50
F00614	NGC 47
F00615	NGC 54
D00788	NGC 189
D00789	NGC 151
D00790	NGC 134
F00876	NGC 131
D00791	NGC 410
F00857	NGC 407
F00859	IC 1636
F00860	IC 1638
D00792	NGC 609
D00793	NGC 514
D00794	NGC 520
D00795	NGC 470
F00861	NGC 467
F00862	NGC 474
D00798	NGC 428
F01080	IC 87
D00799	NGC 578
D00800	IC 127
D00801	NGC 672
F00904	IC 1727
D00802	NGC 660
D00803	NGC 718
D00804	NGC 839
F00018	NGC 833
F00017	NGC 835
F00618	NGC 838
F00619	NGC 848
D00805	NGC 821
D00806	NGC 777
F00905	NGC 778
D00807	NGC 957
D00808	NGC 949
D00809	NGC 890
D00810	NGC 894
D00811	NGC 942
F01097	IC 230
F01098	NGC 943
F01099	NGC 950
D00812	NGC 945
F00620	NGC 948
D00813	NGC 1079
D00814	NGC 1087
F00026	NGC 1090
F00027	NGC 1094
D00815	NGC 1073
D00816	NGC 1060
F00906	NGC 1057
F00907	NGC 1061
F00909	NGC 1062
F00908	NGC 1066
F00910	NGC 1067
D00817	NGC 1058
D00818	NGC 956
D00819	NGC 1156
D00820	NGC 1187
D00821	NGC 1201
D00822	NGC 1255
D00823	IC 334
D00825	NGC 1353
D00826	NGC 1332
F00746	NGC 1331
F01337	IC 1928
D00827	NGC 1426
D00828	NGC 1395
D00829	NGC 1385
D00830	NGC 1367
D00831	NGC 1518
F00048	NGC 1521
D00832	IC 361
D00833	NGC 1569
D00834	NGC 1582
D00835	NGC 1637
D00836	NGC 1640
D00837	NGC 1662
D00838	NGC 1778
D00839	NGC 1807
D00840	NGC 1883
D00841	IC 2157
F00766	IC 2156
D00843	NGC 2182
D00844	NGC 2217
D00845	NGC 2207
F00503	IC 2163
D00846	IC 444
D00847	NGC 2254
D00848	NGC 2236
D00849	NGC 2252
D00850	NGC 2262
D00851	NGC 2250
D00852	NGC 2272
D00853	NGC 2293
F00078	NGC 2295
F00077	NGC 2292
D00854	NGC 2302
D00855	NGC 2309
D00856	NGC 2314
F00584	IC 2174
D00857	NGC 2331
D00858	NGC 2345
D00859	NGC 2383
F00621	NGC 2384
D00861	NGC 2396
D00862	NGC 2455
D00863	NGC 2366
F00585	NGC 2363
D00864	NGC 2525
D00865	NGC 2566
F00506	IC 2311
D00866	NGC 2541
D00867	NGC 2639
D00868	NGC 2648
D00869	NGC 2672
F00630	IC 2399
F00631	NGC 2667
F00632	IC 2411
F00629	NGC 2673
F00633	IC 2414
F00634	NGC 2677
D00870	NGC 2693
F00917	NGC 2694
D00871	NGC 3001
D00872	NGC 2986
D00873	NGC 2983
D00874	NGC 3091
F00109	NGC 3085
F00111	HGC 42c
F00110	NGC 3096
D00875	NGC 3078
F00774	NGC 3084
D00876	NGC 3359
D00877	NGC 3311
F00131	NGC 3307
F00130	NGC 3308
F00135	NGC 3309
F00132	NGC 3312
F00133	NGC 3314
F00134	NGC 3316
D00878	NGC 3411
F00775	IC 647
D00879	NGC 3367
D00880	NGC 3437
D00881	NGC 3507
F00142	NGC 3501
D00882	NGC 3596
D00883	NGC 3646
F00797	NGC 3649
D00884	NGC 3756
F00156	NGC 3738
D00885	NGC 3705
F00154	IC 696
F01361	IC 2867
F00153	IC 698
F01360	IC 699
F01362	IC 2887
D00886	NGC 3672
D00887	NGC 3904
D00888	NGC 3923
D00889	NGC 3885
D00890	NGC 3831
D00892	NGC 4125
F00736	NGC 4121
D00893	NGC 4116
F00947	NGC 4123
D00894	NGC 4267
F00954	IC 775
D00895	NGC 4168
F00641	NGC 4164
F00642	NGC 4165
