683	NGC 4395		CVN	M						Sp. Gal.	SA(s)m	12.4303	+33.543	10.6	12.21	1.14	13.2' x 11.0'	2	2	0	
704	NGC 5353		CVN	M						Sp. Gal.	S0	13.8903	+40.284	11.4	13.16	0.06	3.7' x 1.8'	2	4	4	
705	NGC 5371		CVN	I						Sp. Gal.	Sbc	13.9277	+40.462	11.3	14.74	0.12	4.4' x 3.5'	2	4	0	
2369	NGC 5383		CVN	I						Sp. Gal.	Sb	13.9511	+41.843	12.26	13.89	-0.23	3.0' x 1.9'	2	3	0	
708	NGC 5396		CVN	I						Bar. Sp. Gal.	SBab	13.9488	+29.161	12.08	12.85	0.88	2.4' x 1.1'	1	2	0	
2368	NGC 5378		CVN	I						Sp. Gal.		13.9472	+37.794	12.85	13.36	-0.02	2.1' x 0.9'	1	2	1	
709	NGC 5377		CVN	M						Bar. Sp. Gal.	(R)SB(s)a	13.9378	+47.231	11.46	12.42	1.05	2.8' x 1.1'	1	1	0	
2354	NGC 5297		CVN	I						Sp. Gal.	Sb	13.7730	+43.869	12.3	13.28	0.01	3.2' x 1.0'	1	2	1	
2336	NGC 5112		CVN	I						Sp. Gal.	Sb	13.3655	+38.731	12.5	12.81	0.2	2.3' x 0.7'	1	2	1	
2256	NGC 4389		CVN	I						Bar. Sp. Gal.		12.4258	+45.686	12.43	12.63	0.27	2.6' x 0.6'	1	1	1	
899	NGC 4369		CVN	M						Sp. Gal.	(R)SA(rs)a	12.4096	+39.384	11.6	12.4	1.06	1.7' x 1.6'	1	0	0	
473	NGC 4346		CVN	M						Sp. Gal.	-2	12.3915	+46.995	11.74	12.12	1.17	2.4' x 0.8'	1	1	0	H400 230
100	M 41	Little Beehive Cluster	CMA	B						Op. Cl.	II3m	06.7667	-20.767	4.5	12.19	1.02	38'	4	3	0	NGC 2287, Cr 118, Mel 52
845	NGC 2207		CMA	M						Sp. Gal.	SAB(rs)bc	06.2731	-21.370	10.65	12.41	1.01	7.3' x 4.1'	4	4	1	
99	NGC 2359	Thor's Helmet	CMA	I						Em. Neb.	3, 3, 3	07.3083	-13.230	8.0			10' x 5'	4	4	0	Sh2-298, IC 468, Ast24 70
103	C 64	Mexican Jumping Star Cluster	CMA	S						Op. Cl.	I3p	07.3114	-24.955	3.8	8.35	2.54	6'	3	2	0	NGC 2362, Cr 136, H400 94, Mel 65
1822	Sh2-297		CMA	I						Em. Neb.	3, 2, 3, VB	07.0867	-12.314	8.5	13.24	0.03	10'	3	2	0	
310	C 58	Caroline's Cluster	CMA	S						Op. Cl.	II2m	07.2953	-15.641	7.2	12.67	0.95	13'	2	2	0	NGC 2360, Cr 134, Mel 64, H400 93
1179	Cr 121	Dolphin Head Nebula	CMA	I						Ref. Neb.	III3p	06.9040	-23.930	6.91	11.13	1.57	20' x 4'	2	4	0	Sh2-308
